user_id,name,screen_name,location,url,time_zone,created_at,description,followers_count,listed_count,favourites_count,friends_count,lang,verified,updated_at
13991889,D?l?u;,dylann__22,Argentina,,,2019-03-24 11:34:57,no hay nada que decir,63,0,11635,758,,0,2019-10-11 15:16:07
