spoiler_count,lang,depth,parent_comment_id,same_ip_likes,featured,tv_show_name,id,unappropriate_count,extended_comment,source,valid,user_id,comment,created_at,nb_likes,highlight_level,only_to_fans,tv_show_id,updated_at,posted_on_fb,posted_on_twitter,comment_type
0,et,0,,0,0,Solar Opposites,1385090,0,null,mobile,0,13991889,Es buenísima! Si te gustó Rick y Morty seguro esta también; muy recomendable,2020-05-22 05:59:58,1,5,1,375892,2020-09-27 16:47:31,0,0,comment
0,es,1,947119,0,0,Akame ga Kill!,1422564,0,null,mobile,0,13991889,Temporada 2?,2020-07-30 04:30:00,1,5,1,280329,2020-09-27 16:26:51,0,0,comment
