created_at,updated_at,user_id,badge_id
2018-07-29 01:02:18,2018-07-29 01:02:18,13991889,332353-serial-emotioner-5-bd
2018-11-03 02:49:32,2018-11-03 02:49:32,13991889,332525-serial-actor-voter-3-bd
2019-10-28 23:50:42,2019-10-28 23:50:42,13991889,332525-serial-actor-voter-5-bd
2018-11-03 02:49:31,2018-11-03 02:49:31,13991889,332525-serial-emotioner-3-bd
2018-01-08 03:43:42,2018-01-08 03:43:42,13991889,336522-marathoner-3-within-24-bd
2019-11-06 05:30:06,2019-11-06 05:30:06,13991889,336522-quick-watcher-3-bd
2019-11-06 06:45:16,2019-11-06 06:45:16,13991889,336522-quick-watcher-5-bd
2019-11-06 05:30:10,2019-11-06 05:30:10,13991889,336522-serial-actor-voter-3-bd
2019-11-06 06:45:29,2019-11-06 06:45:29,13991889,336522-serial-actor-voter-5-bd
2020-05-30 16:34:54,2020-05-30 16:34:54,13991889,338192-marathoner-3-within-24-bd
2018-12-26 04:09:04,2018-12-26 04:09:04,13991889,338903-marathoner-3-within-24-bd
2018-08-18 04:45:09,2018-08-18 04:45:09,13991889,340234-marathoner-3-within-24-bd
2019-09-23 15:34:12,2019-09-23 15:34:12,13991889,340234-marathoner-5-within-24-bd
2018-08-19 02:23:55,2018-08-19 02:23:55,13991889,340234-quick-watcher-10-bd
2018-08-18 04:45:09,2018-08-18 04:45:09,13991889,340234-quick-watcher-3-bd
2018-08-18 14:40:18,2018-08-18 14:40:18,13991889,340234-quick-watcher-5-bd
2018-08-19 02:24:20,2018-08-19 02:24:20,13991889,340234-serial-actor-voter-10-bd
2018-08-18 04:45:16,2018-08-18 04:45:16,13991889,340234-serial-actor-voter-3-bd
2018-08-18 14:40:25,2018-08-18 14:40:25,13991889,340234-serial-actor-voter-5-bd
2018-08-19 02:24:05,2018-08-19 02:24:05,13991889,340234-serial-emotioner-10-bd
2018-08-18 04:45:15,2018-08-18 04:45:15,13991889,340234-serial-emotioner-3-bd
2018-08-18 14:40:21,2018-08-18 14:40:21,13991889,340234-serial-emotioner-5-bd
