user_id,episode_comment_id,created_at,updated_at,source
13991889,9068034,2017-10-11 03:28:16,2017-10-11 03:28:16,mobile
13991889,9103629,2017-10-11 03:26:09,2017-10-11 03:26:09,mobile
13991889,9180000,2017-10-11 03:27:17,2017-10-11 03:27:17,mobile
13991889,9406466,2017-10-11 03:26:20,2017-10-11 03:26:20,mobile
13991889,9409461,2017-10-11 03:26:16,2017-10-11 03:26:16,mobile
13991889,10308158,2019-11-08 18:54:59,2019-11-08 18:54:59,mobile
13991889,10317064,2018-09-11 14:36:46,2018-09-11 14:36:46,mobile
13991889,10478401,2020-01-14 19:51:04,2020-01-14 19:51:04,mobile
13991889,10558779,2020-01-15 07:01:23,2020-01-15 07:01:23,mobile
13991889,10645040,2018-07-16 03:58:40,2018-07-16 03:58:40,mobile
13991889,11622451,2021-09-28 17:32:55,2021-09-28 17:32:55,mobile
13991889,11691062,2018-07-16 04:00:21,2018-07-16 04:00:21,mobile
13991889,11692442,2018-07-16 03:59:29,2018-07-16 03:59:29,mobile
13991889,11695990,2018-07-16 03:58:55,2018-07-16 03:58:55,mobile
13991889,11696183,2018-07-16 03:59:46,2018-07-16 03:59:46,mobile
13991889,11696337,2020-05-24 18:20:50,2020-05-24 18:20:50,mobile
13991889,11887016,2019-10-01 03:39:31,2019-10-01 03:39:31,mobile
13991889,11892758,2019-10-01 03:39:37,2019-10-01 03:39:37,mobile
13991889,12169863,2018-07-16 03:58:22,2018-07-16 03:58:22,mobile
13991889,12351025,2020-06-01 02:59:00,2020-06-01 02:59:00,mobile
13991889,12375622,2018-09-11 18:02:00,2018-09-11 18:02:00,mobile
13991889,12418410,2020-12-01 01:12:31,2020-12-01 01:12:31,mobile
13991889,12418552,2020-12-01 01:12:50,2020-12-01 01:12:50,mobile
13991889,12418919,2020-12-01 01:12:35,2020-12-01 01:12:35,mobile
13991889,12630189,2018-09-14 20:00:07,2018-09-14 20:00:07,mobile
13991889,12635283,2018-09-14 20:00:12,2018-09-14 20:00:12,mobile
13991889,13144437,2019-06-08 06:48:33,2019-06-08 06:48:33,mobile
13991889,13186155,2018-07-29 01:55:03,2018-07-29 01:55:03,mobile
13991889,13348269,2018-07-29 01:57:45,2018-07-29 01:57:45,mobile
13991889,13350659,2018-07-29 01:57:55,2018-07-29 01:57:55,mobile
13991889,13354687,2018-07-29 01:55:11,2018-07-29 01:55:11,mobile
13991889,13361770,2018-07-29 01:55:30,2018-07-29 01:55:30,mobile
13991889,13362226,2018-07-29 01:55:54,2018-07-29 01:55:54,mobile
13991889,13390794,2018-07-29 01:57:49,2018-07-29 01:57:49,mobile
13991889,14611862,2020-06-05 02:08:39,2020-06-05 02:08:39,mobile
13991889,14731975,2018-11-12 00:06:43,2018-11-12 00:06:43,mobile
13991889,14795238,2018-11-12 00:09:15,2018-11-12 00:09:15,mobile
13991889,14810057,2018-11-12 00:06:51,2018-11-12 00:06:51,mobile
13991889,14859648,2018-11-12 00:08:30,2018-11-12 00:08:30,mobile
13991889,14973002,2019-03-07 21:25:17,2019-03-07 21:25:17,mobile
13991889,14974360,2019-07-02 19:32:17,2019-07-02 19:32:17,mobile
13991889,14987248,2019-03-07 21:25:08,2019-03-07 21:25:08,mobile
13991889,14987391,2019-03-07 21:25:03,2019-03-07 21:25:03,mobile
13991889,15055477,2019-09-20 03:29:40,2019-09-20 03:29:40,mobile
13991889,15281797,2018-12-11 04:02:08,2018-12-11 04:02:08,mobile
13991889,15681161,2019-09-20 03:29:31,2019-09-20 03:29:31,mobile
13991889,15693301,2019-11-08 18:54:40,2019-11-08 18:54:40,mobile
13991889,16040499,2019-04-02 00:04:05,2019-04-02 00:04:05,mobile
13991889,16072655,2019-02-16 06:18:14,2019-02-16 06:18:14,mobile
13991889,16373327,2019-03-24 11:38:28,2019-03-24 11:38:28,mobile
13991889,16374905,2019-03-24 11:37:47,2019-03-24 11:37:47,mobile
13991889,16474541,2019-03-21 23:14:20,2019-03-21 23:14:20,mobile
13991889,16475194,2019-03-21 23:13:56,2019-03-21 23:13:56,mobile
13991889,16475488,2019-03-21 23:14:01,2019-03-21 23:14:01,mobile
13991889,16728316,2019-06-08 06:48:40,2019-06-08 06:48:40,mobile
13991889,16767758,2019-05-30 13:40:56,2019-05-30 13:40:56,mobile
13991889,16767767,2019-05-30 13:40:37,2019-05-30 13:40:37,mobile
13991889,17090842,2020-07-27 06:50:17,2020-07-27 06:50:17,mobile
13991889,17167597,2019-10-04 18:26:55,2019-10-04 18:26:55,mobile
13991889,17167607,2019-10-04 18:27:14,2019-10-04 18:27:14,mobile
13991889,17169930,2019-10-04 18:27:34,2019-10-04 18:27:34,mobile
13991889,17189707,2019-10-04 18:27:32,2019-10-04 18:27:32,mobile
13991889,17251139,2019-06-10 05:56:41,2019-06-10 05:56:41,mobile
13991889,17252159,2019-06-10 05:57:07,2019-06-10 05:57:07,mobile
13991889,17252218,2019-06-10 05:56:10,2019-06-10 05:56:10,mobile
13991889,17253454,2019-06-10 05:56:36,2019-06-10 05:56:36,mobile
13991889,17253806,2019-06-10 05:56:28,2019-06-10 05:56:28,mobile
13991889,17254710,2019-06-10 05:56:53,2019-06-10 05:56:53,mobile
13991889,17266790,2019-06-10 05:56:47,2019-06-10 05:56:47,mobile
13991889,17430200,2019-06-24 20:19:10,2019-06-24 20:19:10,mobile
13991889,17430211,2019-06-24 20:19:30,2019-06-24 20:19:30,mobile
13991889,17432007,2019-06-24 20:19:26,2019-06-24 20:19:26,mobile
13991889,17432023,2019-06-24 20:19:48,2019-06-24 20:19:48,mobile
13991889,17435566,2019-06-24 20:19:41,2019-06-24 20:19:41,mobile
13991889,17435620,2019-06-24 20:19:20,2019-06-24 20:19:20,mobile
13991889,17436039,2019-06-24 20:19:53,2019-06-24 20:19:53,mobile
13991889,17490277,2019-12-22 23:38:26,2019-12-22 23:38:26,mobile
13991889,17510977,2019-06-09 18:49:02,2019-06-09 18:49:02,mobile
13991889,17510985,2019-06-09 18:48:12,2019-06-09 18:48:12,mobile
13991889,17532108,2019-06-09 18:49:07,2019-06-09 18:49:07,mobile
13991889,17542174,2019-06-09 18:48:57,2019-06-09 18:48:57,mobile
13991889,17543466,2019-06-10 05:56:24,2019-06-10 05:56:24,mobile
13991889,17543940,2019-06-09 18:48:04,2019-06-09 18:48:04,mobile
13991889,17544147,2019-06-09 18:47:41,2019-06-09 18:47:41,mobile
13991889,17655634,2019-06-26 18:21:37,2019-06-26 18:21:37,mobile
13991889,17775223,2019-07-11 05:40:40,2019-07-11 05:40:40,mobile
13991889,17998934,2019-08-11 05:28:13,2019-08-11 05:28:13,mobile
13991889,18010958,2019-07-19 21:04:28,2019-07-19 21:04:28,mobile
13991889,18012937,2019-07-19 21:04:31,2019-07-19 21:04:31,mobile
13991889,18046082,2019-12-21 21:53:28,2019-12-21 21:53:28,mobile
13991889,18164982,2019-08-09 01:06:33,2019-08-09 01:06:33,mobile
13991889,18165558,2019-08-09 01:06:28,2019-08-09 01:06:28,mobile
13991889,18192060,2020-07-27 06:50:19,2020-07-27 06:50:19,mobile
13991889,18227081,2019-10-03 00:06:01,2019-10-03 00:06:01,mobile
13991889,18595448,2020-09-30 04:28:00,2020-09-30 04:28:00,mobile
13991889,18622124,2020-09-30 04:28:16,2020-09-30 04:28:16,mobile
13991889,18667602,2019-09-23 14:40:34,2019-09-23 14:40:34,mobile
13991889,18674461,2019-09-23 14:40:30,2019-09-23 14:40:30,mobile
13991889,18674690,2019-09-23 14:40:31,2019-09-23 14:40:31,mobile
13991889,18681795,2019-12-19 17:23:37,2019-12-19 17:23:37,mobile
13991889,18684916,2019-12-19 17:23:40,2019-12-19 17:23:40,mobile
13991889,18685062,2019-12-19 17:22:59,2019-12-19 17:22:59,mobile
13991889,18691650,2020-08-13 15:05:51,2020-08-13 15:05:51,mobile
13991889,18701370,2020-08-13 15:06:28,2020-08-13 15:06:28,mobile
13991889,18727563,2020-08-13 15:06:21,2020-08-13 15:06:21,mobile
13991889,18781627,2019-11-08 18:54:36,2019-11-08 18:54:36,mobile
13991889,18804092,2020-02-26 06:16:19,2020-02-26 06:16:19,mobile
13991889,18817026,2019-12-19 17:23:29,2019-12-19 17:23:29,mobile
13991889,18882431,2019-10-22 00:14:14,2019-10-22 00:14:14,mobile
13991889,18885145,2019-12-19 17:24:08,2019-12-19 17:24:08,mobile
13991889,18895698,2019-10-16 20:14:45,2019-10-16 20:14:45,mobile
13991889,18909757,2019-10-22 19:06:31,2019-10-22 19:06:31,mobile
13991889,18911306,2019-10-22 19:05:12,2019-10-22 19:05:12,mobile
13991889,18911404,2019-10-22 19:07:12,2019-10-22 19:07:12,mobile
13991889,18912157,2019-10-22 19:05:42,2019-10-22 19:05:42,mobile
13991889,18919784,2019-10-22 19:05:35,2019-10-22 19:05:35,mobile
13991889,18931910,2019-10-22 19:06:14,2019-10-22 19:06:14,mobile
13991889,19192039,2020-01-11 06:41:47,2020-01-11 06:41:47,mobile
13991889,19270984,2020-03-28 08:40:10,2020-03-28 08:40:10,mobile
13991889,19271436,2020-03-28 08:40:30,2020-03-28 08:40:30,mobile
13991889,19271929,2020-03-28 08:41:10,2020-03-28 08:41:10,mobile
13991889,19272191,2020-03-28 08:39:32,2020-03-28 08:39:32,mobile
13991889,19272720,2020-03-28 08:41:57,2020-03-28 08:41:57,mobile
13991889,19273135,2020-03-28 08:43:00,2020-03-28 08:43:00,mobile
13991889,19273624,2020-03-28 08:41:20,2020-03-28 08:41:20,mobile
13991889,19276735,2020-03-28 08:41:21,2020-03-28 08:41:21,mobile
13991889,19281839,2020-03-28 08:41:37,2020-03-28 08:41:37,mobile
13991889,19361233,2019-12-13 22:17:34,2019-12-13 22:17:34,mobile
13991889,19361284,2019-12-13 22:17:51,2019-12-13 22:17:51,mobile
13991889,19362050,2019-12-13 22:17:41,2019-12-13 22:17:41,mobile
13991889,19377347,2019-12-19 17:21:33,2019-12-19 17:21:33,mobile
13991889,19377417,2019-12-19 17:22:02,2019-12-19 17:22:02,mobile
13991889,19377614,2019-12-19 17:20:57,2019-12-19 17:20:57,mobile
13991889,19377975,2019-12-19 17:21:13,2019-12-19 17:21:13,mobile
13991889,19378317,2019-12-19 17:21:55,2019-12-19 17:21:55,mobile
13991889,19428907,2019-12-30 18:18:35,2019-12-30 18:18:35,mobile
13991889,19433683,2019-12-30 18:18:19,2019-12-30 18:18:19,mobile
13991889,19433889,2019-12-30 18:18:27,2019-12-30 18:18:27,mobile
13991889,19580214,2020-08-13 15:06:25,2020-08-13 15:06:25,mobile
13991889,19601759,2020-03-26 22:29:11,2020-03-26 22:29:11,mobile
13991889,19625546,2020-03-28 08:40:03,2020-03-28 08:40:03,mobile
13991889,19646623,2020-03-28 08:42:39,2020-03-28 08:42:39,mobile
13991889,19828667,2020-03-28 00:20:45,2020-03-28 00:20:45,mobile
13991889,20406255,2021-05-22 03:58:44,2021-05-22 03:58:44,mobile
13991889,20408144,2020-04-06 04:28:11,2020-04-06 04:28:11,mobile
13991889,20427065,2020-04-06 04:28:06,2020-04-06 04:28:06,mobile
13991889,20828528,2020-05-11 07:11:54,2020-05-11 07:11:54,mobile
13991889,21785893,2020-08-02 21:12:34,2020-08-02 21:12:34,mobile
13991889,21833760,2020-07-22 04:59:02,2020-07-22 04:59:02,mobile
13991889,21835279,2020-07-22 04:58:58,2020-07-22 04:58:58,mobile
13991889,21853208,2020-07-22 04:57:32,2020-07-22 04:57:32,mobile
13991889,21943726,2020-08-02 21:11:59,2020-08-02 21:11:59,mobile
13991889,21943996,2020-08-02 21:12:28,2020-08-02 21:12:28,mobile
13991889,21957526,2020-08-13 15:07:22,2020-08-13 15:07:22,mobile
13991889,21976272,2020-08-02 21:12:07,2020-08-02 21:12:07,mobile
13991889,21977686,2020-08-02 21:12:10,2020-08-02 21:12:10,mobile
13991889,22025542,2020-08-17 16:21:42,2020-08-17 16:21:42,mobile
13991889,22025703,2020-08-17 16:21:48,2020-08-17 16:21:48,mobile
13991889,22060912,2020-08-17 16:22:06,2020-08-17 16:22:06,mobile
13991889,22114839,2020-08-21 11:40:39,2020-08-21 11:40:39,mobile
13991889,22115837,2020-08-21 11:40:44,2020-08-21 11:40:44,mobile
13991889,22116147,2020-08-21 11:40:27,2020-08-21 11:40:27,mobile
13991889,22178868,2020-08-21 11:40:57,2020-08-21 11:40:57,mobile
13991889,22438288,2020-09-14 15:46:46,2020-09-14 15:46:46,mobile
13991889,22803623,2020-12-01 01:12:01,2020-12-01 01:12:01,mobile
13991889,22860667,2020-10-26 15:25:10,2020-10-26 15:25:10,mobile
13991889,23890205,2021-11-17 03:32:22,2021-11-17 03:32:22,mobile
13991889,23913549,2021-02-20 17:33:55,2021-02-20 17:33:55,mobile
13991889,23916667,2021-02-20 17:33:58,2021-02-20 17:33:58,mobile
13991889,24014537,2021-04-12 17:02:44,2021-04-12 17:02:44,mobile
13991889,24493384,2022-05-16 04:18:34,2022-05-16 04:18:34,mobile
13991889,24499686,2022-05-16 04:18:35,2022-05-16 04:18:35,mobile
13991889,24701050,2021-05-20 21:27:09,2021-05-20 21:27:09,mobile
13991889,24754585,2021-05-22 03:58:40,2021-05-22 03:58:40,mobile
13991889,24877850,2021-04-12 17:03:24,2021-04-12 17:03:24,mobile
13991889,25164546,2021-05-22 03:58:36,2021-05-22 03:58:36,mobile
13991889,25398857,2021-05-20 21:27:04,2021-05-20 21:27:04,mobile
13991889,27458502,2021-10-24 06:17:35,2021-10-24 06:17:35,mobile
13991889,29579276,2022-04-30 18:24:10,2022-04-30 18:24:10,mobile
13991889,29581598,2022-04-30 18:23:36,2022-04-30 18:23:36,mobile
13991889,29581602,2022-04-30 18:23:54,2022-04-30 18:23:54,mobile
13991889,29581666,2022-04-30 18:24:12,2022-04-30 18:24:12,mobile
13991889,29581942,2022-04-30 18:23:59,2022-04-30 18:23:59,mobile
13991889,29582591,2022-04-30 18:24:07,2022-04-30 18:24:07,mobile
13991889,29607070,2022-04-30 18:24:27,2022-04-30 18:24:27,mobile
13991889,31687774,2022-11-13 03:13:33,2022-11-13 03:13:33,mobile
13991889,33841442,2025-11-02 18:25:59,2025-11-02 18:25:59,mobile
13991889,34331658,2025-11-02 18:25:49,2025-11-02 18:25:49,mobile
13991889,35094674,2023-11-18 15:15:20,2023-11-18 15:15:20,mobile
13991889,35095183,2023-11-18 15:14:46,2023-11-18 15:14:46,mobile
13991889,35101970,2023-11-18 15:15:32,2023-11-18 15:15:32,mobile
13991889,36547608,2024-05-13 16:22:51,2024-05-13 16:22:51,mobile
13991889,38904407,2025-10-25 20:03:25,2025-10-25 20:03:25,mobile
13991889,38906036,2025-10-25 20:03:20,2025-10-25 20:03:20,mobile
13991889,38906591,2025-10-25 20:03:48,2025-10-25 20:03:48,mobile
13991889,40543023,2025-11-02 00:04:20,2025-11-02 00:04:20,mobile
13991889,41913101,2026-02-16 02:55:10,2026-02-16 02:55:10,mobile
