created_at,image_url,aws_region,updated_at,user_id,username
1970-01-01 00:00:00,https://d1zfszn0v5ya99.cloudfront.net/user/13991889/profile_picture/5d919cbd799c7_large.png,,1970-01-01 00:00:00,13991889,dylann__22
