sent_2weeks_inactive,created_at,updated_at,sent_active,sent_unfinished,sent_last_chance,last_weekly,user_id,sent_2months_inactive,sent_discover,sent_welcome_mail
0,2017-07-12 01:31:02,2017-07-12 01:31:02,0,0,0,,13991889,0,0,1
