uuid,user_id,episode_id,vote_key,movie_name
5bf3985c-cdd2-4502-906e-e4f64bbefd06,13991889,0,5bf3985c-cdd2-4502-906e-e4f64bbefd06-13991889-29,Project Power
ec7e56de-b756-4691-908c-e5f994ec6a8b,13991889,0,ec7e56de-b756-4691-908c-e5f994ec6a8b-13991889-3,Ford v Ferrari
e7e2b37f-e746-4fbd-bde7-e7d1da6da104,13991889,0,e7e2b37f-e746-4fbd-bde7-e7d1da6da104-13991889-3,GOAT
46166a01-b4cf-41ec-8a3b-51e1adbe9c44,13991889,0,46166a01-b4cf-41ec-8a3b-51e1adbe9c44-13991889-3,Terminator: Dark Fate
99d8c03e-6d00-4b6f-8a2b-a2374c70a0dc,13991889,0,99d8c03e-6d00-4b6f-8a2b-a2374c70a0dc-13991889-28,It: Chapter Two
c4f2193b-f5d5-4dc5-aa47-71c10e414a21,13991889,0,c4f2193b-f5d5-4dc5-aa47-71c10e414a21-13991889-28,What Lies Below
a9c5e5f9-4b9d-4263-a494-df1e0307adaa,13991889,0,a9c5e5f9-4b9d-4263-a494-df1e0307adaa-13991889-3,On the Line
59232668-55b9-4a20-ad88-e6e009600e08,13991889,0,59232668-55b9-4a20-ad88-e6e009600e08-13991889-3,Dog
1d0f574b-a686-48c2-8a90-e3fa718ed169,13991889,0,1d0f574b-a686-48c2-8a90-e3fa718ed169-13991889-27,The Dead Don't Die
48cb4a00-f2a6-4965-bb34-fca47a3d8193,13991889,0,48cb4a00-f2a6-4965-bb34-fca47a3d8193-13991889-29,Flatliners
0f5723b2-f687-4fa2-89bd-c27d9f895c0b,13991889,0,0f5723b2-f687-4fa2-89bd-c27d9f895c0b-13991889-29,Jojo Rabbit
bdb1ca3e-5529-4045-b8fd-f9671e3402f5,13991889,0,bdb1ca3e-5529-4045-b8fd-f9671e3402f5-13991889-3,Vampires Suck
1cc095b8-64b8-4709-9122-512d5e65ecb6,13991889,0,1cc095b8-64b8-4709-9122-512d5e65ecb6-13991889-3,The Wolf of Wall Street
7b0435f7-2ee4-49dd-b9d2-4793e7c2ac67,13991889,0,7b0435f7-2ee4-49dd-b9d2-4793e7c2ac67-13991889-29,Dolittle
14f33354-bc8d-498c-88c7-942e6d0bddee,13991889,0,14f33354-bc8d-498c-88c7-942e6d0bddee-13991889-3,Harry Potter and the Philosopher's Stone
