created_at,updated_at,image_id,gender,birthday,user_id,screen_name,picture_url
2017-07-11 22:01:24,2026-07-05 01:54:26,5d919cbd799c7,male,2000-10-03 00:00:00 +0000 UTC,13991889,dylann__22,
