id,time_spent,nb_episodes_watched,nb_friends,nb_comments,nb_likes,user_id,updated_at,nb_memes,nb_shows_followed,score,created_at,nb_reviews
13991889,130353,1,4,7,36,13991889,2026-07-02 00:38:11,2,703,0,2017-07-11 22:03:50,0
