user_id,episode_id,uuid,vote_key,series_name,season_number,episode_number
13991889,6412771,5d185373-efc7-48a4-9de5-e268222272dd,6412771-13991889-28,Good Girls,1,1
13991889,6538304,c44b8ea1-0101-4546-9074-44cb9b38d813,6538304-13991889-28,The 100,5,13
13991889,6547749,05d34773-ca7d-4b49-8dd3-0953987eaf43,6547749-13991889-18,Star vs. the Forces of Evil,3,36
13991889,6547749,05d34773-ca7d-4b49-8dd3-0953987eaf43,6547749-13991889-28,Star vs. the Forces of Evil,3,36
13991889,6547760,58fabede-66e2-42c8-a901-5a05a46e5e7d,6547760-13991889-19,Star vs. the Forces of Evil,3,37
13991889,6547773,3eaf3910-46bd-4d81-b7e5-25544c10cb20,6547773-13991889-38,Star vs. the Forces of Evil,3,38
13991889,6547773,3eaf3910-46bd-4d81-b7e5-25544c10cb20,6547773-13991889-14,Star vs. the Forces of Evil,3,38
13991889,6601824,9fd9f980-4b58-4e14-904a-9c804e459220,6601824-13991889-28,Titans (2018),1,1
13991889,6601824,9fd9f980-4b58-4e14-904a-9c804e459220,6601824-13991889-38,Titans (2018),1,1
13991889,6606162,30163874-e08e-4f97-a2f6-c686fe1ccf4e,6606162-13991889-18,Star vs. the Forces of Evil,4,1
13991889,6619954,5f415a1a-8451-468e-a9e6-66df61fb8660,6619954-13991889-13,iZombie,4,13
13991889,6619954,5f415a1a-8451-468e-a9e6-66df61fb8660,6619954-13991889-18,iZombie,4,13
13991889,6792119,ae151e44-f337-4a02-9ac7-d52f11617600,6792119-13991889-38,The 100,6,2
13991889,6792119,ae151e44-f337-4a02-9ac7-d52f11617600,6792119-13991889-21,The 100,6,2
13991889,6814864,9a2f6869-fd60-4fd1-a7fc-bfc5101dce10,6814864-13991889-38,iZombie,5,1
13991889,6814864,9a2f6869-fd60-4fd1-a7fc-bfc5101dce10,6814864-13991889-14,iZombie,5,1
13991889,6814866,8a9d0631-2b34-47c6-acdb-3cb601282d00,6814866-13991889-13,iZombie,5,2
13991889,6814868,9aef09b2-00a6-41f3-bdb3-4d34dc236e20,6814868-13991889-13,iZombie,5,3
13991889,7044955,9149c58a-c7d4-4cac-9fef-58214ee99ce0,7044955-13991889-29,Star vs. the Forces of Evil,4,8
13991889,7044955,9149c58a-c7d4-4cac-9fef-58214ee99ce0,7044955-13991889-27,Star vs. the Forces of Evil,4,8
13991889,7044957,220623d6-149b-4a94-bf2c-e9b298f5fdd4,7044957-13991889-18,Star vs. the Forces of Evil,4,9
13991889,7044957,220623d6-149b-4a94-bf2c-e9b298f5fdd4,7044957-13991889-28,Star vs. the Forces of Evil,4,9
13991889,7044961,a4d75d5c-8a70-4ec9-9738-f03ef64080a0,7044961-13991889-13,Star vs. the Forces of Evil,4,10
13991889,7044964,9db729ae-fb02-4345-b9c8-8f346ee203ee,7044964-13991889-14,Star vs. the Forces of Evil,4,12
13991889,7044966,8451e7c5-6d9b-4c78-8fb7-68e7cd01120b,7044966-13991889-30,Star vs. the Forces of Evil,4,13
13991889,7044966,8451e7c5-6d9b-4c78-8fb7-68e7cd01120b,7044966-13991889-15,Star vs. the Forces of Evil,4,13
13991889,7061640,893a25c0-819d-46a3-8503-cacca4c91510,7061640-13991889-24,Happy!,2,10
13991889,7085504,c4d25c16-793e-451f-980d-593ac73d7538,7085504-13991889-28,The Flash (2014),5,17
13991889,7113115,207187dd-c443-4aac-98b0-03585f84d142,7113115-13991889-14,Star vs. the Forces of Evil,4,14
13991889,7113115,207187dd-c443-4aac-98b0-03585f84d142,7113115-13991889-20,Star vs. the Forces of Evil,4,14
13991889,7113128,5c8da1a2-4e26-4924-97ed-81ced9e85e9c,7113128-13991889-19,Star vs. the Forces of Evil,4,21
13991889,7113166,76b3122a-e0f1-4479-a0cb-c49c5d01a16d,7113166-13991889-18,Star vs. the Forces of Evil,4,27
13991889,7113166,76b3122a-e0f1-4479-a0cb-c49c5d01a16d,7113166-13991889-14,Star vs. the Forces of Evil,4,27
