external_id,data_received,created_at,updated_at,data_processed,user_id,id,source
1556807067202-8764013741398440053,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""7.6.3-2019042501"",""city"":""Cordoba"",""fb_campaign_id"":null,""device_model"":""Redmi Note 5"",""selected_currency"":""USD"",""app_name"":""TV Time: Track and Discover Shows"",""install_time_selected_timezone"":""2019-05-02 14:24:30.290+0000"",""wifi"":true,""install_time"":""2019-05-02 14:24:30"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1556807067202-8764013741398440053"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""200.16.16.13"",""event_time"":""2019-05-02 14:24:30"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""Xiaomi"",""download_time"":""2019-05-02 14:23:54"",""af_siteid"":null,""language"":""español"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""d0d3ff06-cc1d-4d09-86c9-3d368f4d8315"",""os_version"":""9"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2019-05-02 14:23:54.000+0000"",""sdk_version"":""v4.8.12"",""event_time_selected_timezone"":""2019-05-02 14:24:30.290+0000""}",2019-05-02 14:25:01,2019-05-03 00:08:42,1,13991889,10335178,AppsFlyer
1569526653966-844725843757599445,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""8.1.0-2019092601"",""city"":""Cordoba"",""fb_campaign_id"":null,""device_model"":""Redmi Note 5"",""selected_currency"":""USD"",""app_name"":""TV Time - Track Shows & Movies"",""install_time_selected_timezone"":""2019-09-26 19:37:43.545+0000"",""wifi"":true,""install_time"":""2019-09-26 19:37:43"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1569526653966-844725843757599445"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""186.123.176.81"",""event_time"":""2019-09-26 19:37:43"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""Xiaomi"",""download_time"":""2019-09-26 18:48:58"",""af_siteid"":null,""language"":""español"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""c820a93a-bb3c-4a58-a653-e2ecc23e4e96"",""os_version"":""10"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2019-09-26 18:48:58.000+0000"",""sdk_version"":""v4.10.2"",""event_time_selected_timezone"":""2019-09-26 19:37:43.545+0000""}",2019-09-26 19:38:14,2019-09-27 00:10:12,1,13991889,12245048,AppsFlyer
1569821165474-5009367841394215832,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""8.1.0-2019092601"",""city"":""Cordoba"",""fb_campaign_id"":null,""device_model"":""Redmi Note 5"",""selected_currency"":""USD"",""app_name"":""TV Time - Track Shows & Movies"",""install_time_selected_timezone"":""2019-09-30 05:26:15.423+0000"",""wifi"":false,""install_time"":""2019-09-30 05:26:15"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1569821165474-5009367841394215832"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""186.123.176.81"",""event_time"":""2019-09-30 05:26:15"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""Xiaomi"",""download_time"":""2019-09-30 04:59:09"",""af_siteid"":null,""language"":""English"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""4718e4be-9ecc-4560-8fe6-bd1347bffca2"",""os_version"":""9"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2019-09-30 04:59:09.000+0000"",""sdk_version"":""v4.10.2"",""event_time_selected_timezone"":""2019-09-30 05:26:15.423+0000""}",2019-09-30 05:26:45,2019-10-01 00:07:37,1,13991889,12287430,AppsFlyer
1569985398377-1753497809535032894,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""8.1.0-2019092601"",""city"":""Cordoba"",""fb_campaign_id"":null,""device_model"":""Redmi Note 5"",""selected_currency"":""USD"",""app_name"":""TV Time - Track Shows & Movies"",""install_time_selected_timezone"":""2019-10-02 03:03:23.624+0000"",""wifi"":true,""install_time"":""2019-10-02 03:03:23"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1569985398377-1753497809535032894"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""186.123.176.81"",""event_time"":""2019-10-02 03:03:23"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""Xiaomi"",""download_time"":""2019-10-02 02:50:57"",""af_siteid"":null,""language"":""English"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""3914863a-1daf-460f-b7e1-f4324d29e31f"",""os_version"":""10"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2019-10-02 02:50:57.000+0000"",""sdk_version"":""v4.10.2"",""event_time_selected_timezone"":""2019-10-02 03:03:23.624+0000""}",2019-10-02 03:03:54,2019-10-03 00:06:27,1,13991889,12308617,AppsFlyer
1570041506170-1285772299728791953,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""8.1.0-2019092601"",""city"":""Cordoba"",""fb_campaign_id"":null,""device_model"":""Redmi Note 5"",""selected_currency"":""USD"",""app_name"":""TV Time - Track Shows & Movies"",""install_time_selected_timezone"":""2019-10-02 18:38:30.977+0000"",""wifi"":true,""install_time"":""2019-10-02 18:38:30"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1570041506170-1285772299728791953"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""186.123.176.81"",""event_time"":""2019-10-02 18:38:30"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""xiaomi"",""download_time"":""2019-10-02 17:31:20"",""af_siteid"":null,""language"":""español"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""a3785bfc-ef22-4f01-852c-6d3202f79715"",""os_version"":""9"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2019-10-02 17:31:20.000+0000"",""sdk_version"":""v4.10.2"",""event_time_selected_timezone"":""2019-10-02 18:38:30.977+0000""}",2019-10-02 18:39:01,2019-10-03 00:09:49,1,13991889,12315570,AppsFlyer
1570232672172-3144204477960094654,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""8.1.0-2019092601"",""city"":""Cordoba"",""fb_campaign_id"":null,""device_model"":""GM1905"",""selected_currency"":""USD"",""app_name"":""TV Time - Track Shows & Movies"",""install_time_selected_timezone"":""2019-10-04 23:44:41.656+0000"",""wifi"":true,""install_time"":""2019-10-04 23:44:41"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1570232672172-3144204477960094654"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""186.123.176.81"",""event_time"":""2019-10-04 23:44:41"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""OnePlus"",""download_time"":""2019-10-04 23:40:00"",""af_siteid"":null,""language"":""español"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""7c9b0925-f7e5-4edb-9302-c0395b09e9c3"",""os_version"":""9"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2019-10-04 23:40:00.000+0000"",""sdk_version"":""v4.10.2"",""event_time_selected_timezone"":""2019-10-04 23:44:41.656+0000""}",2019-10-04 23:46:04,2019-10-05 00:12:36,1,13991889,12343842,AppsFlyer
1570252572292-1610471180263331113,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""8.1.0-2019092601"",""city"":""Cordoba"",""fb_campaign_id"":null,""device_model"":""ONEPLUS A5010"",""selected_currency"":""USD"",""app_name"":""TV Time - Track Shows & Movies"",""install_time_selected_timezone"":""2019-10-05 05:16:21.828+0000"",""wifi"":true,""install_time"":""2019-10-05 05:16:21"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1570252572292-1610471180263331113"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""186.123.176.81"",""event_time"":""2019-10-05 05:16:21"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""OnePlus"",""download_time"":""2019-10-05 04:45:51"",""af_siteid"":null,""language"":""español"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""331d8ece-54de-4abf-9228-fa68e7d812c7"",""os_version"":""9"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2019-10-05 04:45:51.000+0000"",""sdk_version"":""v4.10.2"",""event_time_selected_timezone"":""2019-10-05 05:16:21.828+0000""}",2019-10-05 05:16:53,2019-10-06 00:07:10,1,13991889,12346109,AppsFlyer
1570806474196-8115906620023734818,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""8.1.0-2019092601"",""city"":""Cordoba"",""fb_campaign_id"":null,""device_model"":""Redmi Note 5"",""selected_currency"":""USD"",""app_name"":""TV Time - Track Shows & Movies"",""install_time_selected_timezone"":""2019-10-11 16:11:10.258+0000"",""wifi"":true,""install_time"":""2019-10-11 16:11:10"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1570806474196-8115906620023734818"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""186.123.178.134"",""event_time"":""2019-10-11 16:11:10"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""Xiaomi"",""download_time"":""2019-10-11 15:05:31"",""af_siteid"":null,""language"":""español"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""f4233a1c-9382-4d32-80b7-7c2071cb80c4"",""os_version"":""10"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2019-10-11 15:05:31.000+0000"",""sdk_version"":""v4.10.2"",""event_time_selected_timezone"":""2019-10-11 16:11:10.258+0000""}",2019-10-11 16:11:40,2019-10-12 00:10:30,1,13991889,12427429,AppsFlyer
1571367183040-1855442764203163647,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""8.1.0-2019092601"",""city"":""Cordoba"",""fb_campaign_id"":null,""device_model"":""Redmi Note 5"",""selected_currency"":""USD"",""app_name"":""TV Time - Track Shows & Movies"",""install_time_selected_timezone"":""2019-10-18 04:14:54.021+0000"",""wifi"":true,""install_time"":""2019-10-18 04:14:54"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1571367183040-1855442764203163647"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""186.123.178.134"",""event_time"":""2019-10-18 04:14:54"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""Xiaomi"",""download_time"":""2019-10-18 02:52:47"",""af_siteid"":null,""language"":""español"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""c919c7ca-2b97-4910-9a07-1174d7462d82"",""os_version"":""10"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2019-10-18 02:52:47.000+0000"",""sdk_version"":""v4.10.2"",""event_time_selected_timezone"":""2019-10-18 04:14:54.021+0000""}",2019-10-18 04:15:24,2019-10-19 00:07:09,1,13991889,12504835,AppsFlyer
1573452425954-8747296420351265623,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""8.2.0-2019103001"",""city"":""Cordoba"",""fb_campaign_id"":null,""device_model"":""Pixel 3 XL"",""selected_currency"":""USD"",""app_name"":""TV Time - Track Shows & Movies"",""install_time_selected_timezone"":""2019-11-11 06:07:15.069+0000"",""wifi"":true,""install_time"":""2019-11-11 06:07:15"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1573452425954-8747296420351265623"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""186.123.178.134"",""event_time"":""2019-11-11 06:07:15"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""Google"",""download_time"":""2019-11-11 02:27:32"",""af_siteid"":null,""language"":""español"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""057bf4aa-2199-4aa3-ab68-3f9babe2bad9"",""os_version"":""10"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2019-11-11 02:27:32.000+0000"",""sdk_version"":""v4.10.3"",""event_time_selected_timezone"":""2019-11-11 06:07:15.069+0000""}",2019-11-11 06:07:45,2019-11-12 00:08:06,1,13991889,12793065,AppsFlyer
1573519069104-1791520242473103942,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""8.2.0-2019103001"",""city"":""Cordoba"",""fb_campaign_id"":null,""device_model"":""Pixel 3 XL"",""selected_currency"":""USD"",""app_name"":""TV Time - Track Shows & Movies"",""install_time_selected_timezone"":""2019-11-12 00:37:59.044+0000"",""wifi"":true,""install_time"":""2019-11-12 00:37:59"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1573519069104-1791520242473103942"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""186.123.178.134"",""event_time"":""2019-11-12 00:37:59"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""Google"",""download_time"":""2019-11-12 00:17:53"",""af_siteid"":null,""language"":""español"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""ce3a3bd3-2311-4f00-bb31-c5f43eb1f03c"",""os_version"":""10"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2019-11-12 00:17:53.000+0000"",""sdk_version"":""v4.10.3"",""event_time_selected_timezone"":""2019-11-12 00:37:59.044+0000""}",2019-11-12 00:38:29,2019-11-13 00:06:42,1,13991889,12803720,AppsFlyer
1576382599843-1718281936645773639,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""8.5.0-2019121304"",""city"":""Cordoba"",""fb_campaign_id"":null,""device_model"":""Redmi Note 5"",""selected_currency"":""USD"",""app_name"":""TV Time - Track Shows & Movies"",""install_time_selected_timezone"":""2019-12-15 04:03:33.399+0000"",""wifi"":true,""install_time"":""2019-12-15 04:03:33"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1576382599843-1718281936645773639"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""186.123.178.134"",""event_time"":""2019-12-15 04:03:33"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""xiaomi"",""download_time"":""2019-12-15 03:00:43"",""af_siteid"":null,""language"":""English"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""04c4d98c-3427-4838-b738-7fd7e69d2006"",""os_version"":""9.0"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2019-12-15 03:00:43.000+0000"",""sdk_version"":""v4.10.3"",""event_time_selected_timezone"":""2019-12-15 04:03:33.399+0000""}",2019-12-15 04:04:04,2019-12-16 03:09:19,1,13991889,13278682,AppsFlyer
1578520149614-5696373183116109826,"{""mac"":null,""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""app_version"":""8.5.1-2020010301"",""city"":""Buenos Aires"",""fb_campaign_id"":null,""device_model"":""Pixel 3 XL"",""selected_currency"":""USD"",""app_name"":""TV Time - Track Shows & Movies"",""install_time_selected_timezone"":""2020-01-08 21:49:16.257+0000"",""wifi"":true,""install_time"":""2020-01-08 21:49:16"",""operator"":""Claro AR"",""fb_adgroup_id"":null,""currency"":null,""attributed_touch_type"":null,""re_targeting_conversion_type"":null,""attributed_touch_time"":null,""click_time_selected_timezone"":null,""is_retargeting"":false,""country_code"":""AR"",""event_type"":""install"",""appsflyer_device_id"":""1578520149614-5696373183116109826"",""http_referrer"":null,""af_sub5"":null,""fb_campaign_name"":null,""click_url"":null,""media_source"":""Organic"",""campaign"":null,""af_keywords"":null,""cost_in_selected_currency"":null,""event_value"":null,""ip"":""181.116.248.9"",""event_time"":""2020-01-08 21:49:16"",""click_time"":null,""af_sub4"":null,""imei"":null,""fb_adgroup_name"":null,""af_sub2"":null,""attribution_type"":""organic"",""android_id"":null,""fb_adset_id"":null,""agency"":null,""fb_adset_name"":null,""cost_per_install"":null,""device_brand"":""Google"",""download_time"":""2020-01-08 21:10:53"",""af_siteid"":null,""language"":""español"",""app_id"":""com.tozelabs.tvshowtime"",""carrier"":""Claro AR"",""event_name"":null,""advertising_id"":""ba0fd51e-bdcd-44a2-9505-4478efa2efc6"",""os_version"":""10"",""platform"":""android"",""af_sub3"":null,""download_time_selected_timezone"":""2020-01-08 21:10:53.000+0000"",""sdk_version"":""v4.10.3"",""event_time_selected_timezone"":""2020-01-08 21:49:16.257+0000""}",2020-01-08 21:49:46,2021-03-03 04:02:51,1,13991889,13704106,AppsFlyer
1682737836554-1953066677475618781,"{""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""event_source"":""SDK"",""app_version"":""9.2.0+2023041805-store"",""custom_data"":null,""af_c_id"":null,""install_time"":""2023-04-29 03:10:39.885"",""attributed_touch_type"":null,""af_adset_id"":null,""api_version"":""2.0"",""attributed_touch_time"":null,""appsflyer_id"":""1682737836554-1953066677475618781"",""af_sub5"":null,""af_prt"":null,""media_source"":""organic"",""campaign"":null,""af_keywords"":null,""event_value"":null,""event_time"":""2023-04-29 03:10:39.885"",""af_sub4"":null,""af_sub2"":null,""original_url"":null,""af_adset"":null,""af_ad"":null,""device_type"":null,""idfa"":null,""af_channel"":null,""af_siteid"":null,""app_id"":""com.tozelabs.tvshowtime"",""af_ad_type"":null,""event_name"":""install"",""advertising_id"":""f86e41ad-a2b1-412a-9c19-08405482d920"",""os_version"":""13"",""platform"":""android"",""af_sub3"":null,""af_ad_id"":null,""sdk_version"":""v6.9.3""}",2023-04-29 03:11:14,2023-04-30 00:11:32,1,13991889,31056837,AppsFlyerV2
1702698771102-4191689502423715836,"{""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""event_source"":""SDK"",""app_version"":""9.9.0+2023111401"",""custom_data"":null,""af_c_id"":null,""install_time"":""2023-12-16 03:52:56.420"",""attributed_touch_type"":null,""af_adset_id"":null,""api_version"":""2.0"",""attributed_touch_time"":null,""appsflyer_id"":""1702698771102-4191689502423715836"",""af_sub5"":null,""af_prt"":null,""media_source"":""organic"",""campaign"":null,""af_keywords"":null,""event_value"":null,""event_time"":""2023-12-16 03:52:56.420"",""af_sub4"":null,""af_sub2"":null,""original_url"":null,""af_adset"":null,""af_ad"":null,""device_type"":null,""idfa"":null,""af_channel"":null,""af_siteid"":null,""app_id"":""com.tozelabs.tvshowtime"",""af_ad_type"":null,""event_name"":""install"",""advertising_id"":""92d173d5-3955-4b53-82b3-5c48ae124af4"",""os_version"":""12"",""platform"":""android"",""af_sub3"":null,""af_ad_id"":null,""sdk_version"":""v6.12.2""}",2023-12-16 03:53:40,2024-01-11 18:44:14,1,13991889,35171668,AppsFlyerV2
1704421422755-3302002708087744539,"{""af_sub1"":null,""customer_user_id"":null,""bundle_id"":""com.tozelabs.tvshowtime"",""event_source"":""SDK"",""app_version"":""9.12.1+2023122902"",""custom_data"":null,""af_c_id"":null,""install_time"":""2024-01-05 02:23:43.422"",""attributed_touch_type"":null,""af_adset_id"":null,""api_version"":""2.0"",""attributed_touch_time"":null,""appsflyer_id"":""1704421422755-3302002708087744539"",""af_sub5"":null,""af_prt"":null,""media_source"":""organic"",""campaign"":null,""af_keywords"":null,""event_value"":null,""event_time"":""2024-01-05 02:23:43.422"",""af_sub4"":null,""af_sub2"":null,""original_url"":null,""af_adset"":null,""af_ad"":null,""device_type"":null,""idfa"":null,""af_channel"":null,""af_siteid"":null,""app_id"":""com.tozelabs.tvshowtime"",""af_ad_type"":null,""event_name"":""install"",""advertising_id"":""51bf12cd-c881-499f-9fe0-eab4442073f5"",""os_version"":""14"",""platform"":""android"",""af_sub3"":null,""af_ad_id"":null,""sdk_version"":""v6.12.2""}",2024-01-05 02:24:35,2024-01-11 17:05:01,1,13991889,35512760,AppsFlyerV2
