created_at,updated_at,user_id,leaderboard_id,score
2019-06-09 20:07:22,2019-06-23 03:20:35,13991889,253463-captains-lb,600
2020-09-27 16:28:52,2020-09-27 16:28:52,13991889,273181-captains-lb,400
2020-01-21 21:52:02,2020-01-21 21:52:02,13991889,279121-captains-lb,200
2020-09-27 16:26:56,2020-09-27 16:26:56,13991889,280329-captains-lb,400
2018-11-27 03:03:27,2018-11-27 03:06:51,13991889,281470-captains-lb,200
2020-08-17 08:19:26,2020-08-17 08:19:26,13991889,295760-captains-lb,100
2019-08-04 21:44:10,2019-08-04 21:44:10,13991889,323168-captains-lb,100
2019-11-19 04:37:12,2023-08-27 10:45:08,13991889,332525-captains-lb,4500
2020-09-27 16:47:33,2020-09-27 16:47:33,13991889,375892-captains-lb,400
