object_id,user_id,comment,source,same_ip_likes,object_type,extended_comment,parent_comment_id,created_at,updated_at,spoiler_count,nb_replies,lang,depth,id,comment_type,unappropriate_count,nb_likes
19941,13991889,👀👀,mobile,0,article,,,2021-11-23 17:09:47,2021-11-23 17:09:47,0,0,es,0,71748,comment,0,0
