timezone,updated_at,user_id,zip_code,latitude,city_name,created_at,ip_address,longitude,hits,country_code,country_name,region_name
,2019-03-14 19:15:20,13991889,,,,2019-03-14 19:15:20,186.12.97.101,,1,,,
,2019-04-18 18:59:47,13991889,,,,2019-04-18 18:59:47,186.12.97.143,,1,,,
-03:00,2024-06-17 16:18:40,13991889,5000,-31.41,Córdoba,2024-04-20 00:52:01,186.122.180.0,-64.18,14,AR,Argentina,Cordoba
,2024-09-24 23:37:43,13991889,,,,2024-06-25 17:51:11,186.122.180.11,,4,,,
-03:00,2021-09-17 21:52:12,13991889,5000,-31.39,Córdoba,2021-05-25 16:46:55,186.122.180.114,-64.18,49,AR,Argentina,Cordoba
-03:00,2021-10-05 01:42:10,13991889,5000,-31.39,Córdoba,2021-05-11 00:49:35,186.122.180.18,-64.18,23,AR,Argentina,Cordoba
-03:00,2024-06-22 15:14:43,13991889,5000,-31.43,Córdoba,2024-05-12 13:32:20,186.122.180.24,-64.18,31,AR,Argentina,Cordoba
-03:00,2024-04-15 01:24:21,13991889,5000,-31.39,Córdoba,2023-03-23 00:38:19,186.122.180.33,-64.18,337,AR,Argentina,Cordoba
,2024-07-09 04:27:38,13991889,,,,2024-07-09 04:27:38,186.122.180.35,,1,,,
-03:00,2021-09-27 06:07:20,13991889,5000,-31.39,Córdoba,2021-07-11 15:26:37,186.122.180.42,-64.18,23,AR,Argentina,Cordoba
-03:00,2024-04-19 13:19:17,13991889,5000,-31.39,Córdoba,2023-11-06 23:00:38,186.122.180.57,-64.18,47,AR,Argentina,Cordoba
-03:00,2024-09-21 15:46:38,13991889,5000,-31.41,Córdoba,2024-07-09 17:08:04,186.122.180.59,-64.18,18,AR,Argentina,Cordoba
-03:00,2021-10-02 20:03:06,13991889,5000,-31.39,Córdoba,2021-06-21 02:42:34,186.122.180.66,-64.18,100,AR,Argentina,Cordoba
-03:00,2024-02-11 19:47:18,13991889,5000,-31.41,Córdoba,2023-12-17 17:02:44,186.122.180.9,-64.18,39,AR,Argentina,Cordoba
-03:00,2021-06-13 01:14:15,13991889,5000,-31.39,Córdoba,2021-05-08 15:53:53,186.122.180.90,-64.18,18,AR,Argentina,Cordoba
,2025-11-14 02:23:19,13991889,,,,2025-11-14 02:23:19,186.122.226.96,,1,,,
,2020-01-26 04:38:35,13991889,,,,2019-12-29 21:16:18,186.123.176.136,,3,,,
-03:00,2019-10-07 04:57:04,13991889,,-34.60,,2019-06-06 02:24:35,186.123.176.81,-58.38,400,AR,Argentina,
-03:00,2019-12-23 02:06:45,13991889,5012,-31.41,Córdoba,2019-10-09 02:18:12,186.123.178.134,-64.19,268,AR,Argentina,Cordoba
-03:00,2021-02-14 02:22:18,13991889,5000,-31.41,Córdoba,2021-02-10 02:31:39,186.124.140.141,-64.18,6,AR,Argentina,Cordoba
,2021-12-25 20:13:56,13991889,,,,2021-12-25 20:13:56,186.124.140.244,,1,,,
,2022-02-28 16:00:58,13991889,,,,2022-02-28 16:00:58,186.124.141.150,,1,,,
,2022-01-31 01:36:16,13991889,,,,2022-01-30 18:38:27,186.124.143.128,,4,,,
,2022-03-07 09:27:49,13991889,,,,2022-03-07 09:27:49,186.124.143.67,,1,,,
-03:00,2021-08-09 18:56:52,13991889,5000,-31.39,Córdoba,2021-08-09 16:29:20,186.124.176.145,-64.18,6,AR,Argentina,Cordoba
,2021-09-07 02:06:10,13991889,,,,2021-09-06 23:53:57,186.124.179.86,,2,,,
,2018-09-23 02:21:29,13991889,,,,2018-09-22 23:13:24,186.124.180.165,,2,,,
-03:00,2026-01-18 16:45:20,13991889,5000,-31.41,Crdoba,2025-11-09 04:06:36,186.13.122.85,-64.18,12,AR,Argentina,Cordoba
,2025-03-09 02:06:34,13991889,,,,2025-03-09 02:06:34,186.13.126.85,,1,,,
-03:00,2017-07-12 20:21:00,13991889,5012,-31.41,Cordoba,2017-07-11 22:00:57,186.137.228.233,-64.18,21,AR,Argentina,Cordoba
-03:00,2017-08-11 04:25:50,13991889,5012,-31.41,Cordoba,2017-07-23 15:32:34,186.137.230.109,-64.18,15,AR,Argentina,Cordoba
,2023-09-07 01:10:47,13991889,,,,2023-09-07 01:10:47,186.138.48.186,,1,,,
-03:00,2019-12-23 06:23:06,13991889,5000,-31.40,Córdoba,2019-12-07 06:28:24,186.139.90.5,-64.18,7,AR,Argentina,Cordoba
,2018-10-23 01:06:52,13991889,,,,2018-10-23 01:06:52,186.141.135.68,,1,,,
,2019-06-02 05:56:45,13991889,,,,2019-06-02 05:56:45,186.141.136.250,,1,,,
,2019-03-21 23:13:00,13991889,,,,2019-03-21 23:13:00,186.141.137.92,,1,,,
,2024-07-30 12:02:53,13991889,,,,2024-07-30 12:02:53,186.141.202.197,,1,,,
,2019-03-12 00:42:56,13991889,,,,2019-03-12 00:42:56,186.141.202.80,,1,,,
,2019-05-03 01:48:01,13991889,,,,2019-05-03 01:48:01,186.143.133.198,,1,,,
,2019-05-26 16:08:05,13991889,,,,2019-05-26 16:08:05,186.143.135.8,,1,,,
,2018-10-15 23:49:48,13991889,,,,2018-10-15 23:49:48,186.143.137.108,,1,,,
,2019-05-30 17:30:13,13991889,,,,2019-05-30 17:30:13,186.143.137.130,,1,,,
,2019-05-25 22:41:57,13991889,,,,2019-05-25 22:39:22,186.143.198.197,,4,,,
,2018-02-15 04:31:46,13991889,,,,2018-02-15 04:31:46,186.143.200.104,,1,,,
,2019-04-02 00:02:38,13991889,,,,2019-04-02 00:02:38,186.143.200.5,,1,,,
,2018-03-04 18:32:13,13991889,,,,2018-03-04 18:32:13,186.153.208.82,,1,,,
,2025-12-15 13:39:58,13991889,,,,2025-12-15 13:39:58,186.157.100.254,,1,,,
,2024-07-05 11:26:14,13991889,,,,2024-07-05 11:26:14,186.157.113.208,,1,,,
,2024-07-26 11:43:06,13991889,,,,2024-07-26 11:43:06,186.157.116.209,,1,,,
,2024-10-19 16:03:56,13991889,,,,2024-10-19 16:03:56,186.157.125.189,,1,,,
,2024-09-02 23:06:15,13991889,,,,2024-09-02 22:25:27,186.157.133.194,,2,,,
,2025-05-24 15:51:50,13991889,,,,2025-05-24 15:51:50,186.157.139.97,,1,,,
,2024-08-21 22:24:31,13991889,,,,2024-08-21 22:24:31,186.157.143.96,,1,,,
,2025-05-06 18:45:43,13991889,,,,2025-05-06 18:45:43,186.157.152.162,,1,,,
,2025-04-18 20:44:42,13991889,,,,2025-04-18 20:44:42,186.157.156.122,,1,,,
,2025-07-13 22:18:27,13991889,,,,2025-07-13 22:18:27,186.157.157.42,,1,,,
,2025-09-29 14:04:17,13991889,,,,2025-09-29 14:04:17,186.157.160.2,,1,,,
,2026-01-08 12:56:37,13991889,,,,2026-01-08 12:56:37,186.157.162.118,,1,,,
,2025-11-29 23:49:54,13991889,,,,2025-11-29 23:49:54,186.157.163.91,,1,,,
,2025-04-20 01:17:03,13991889,,,,2025-04-20 01:17:03,186.157.164.84,,1,,,
,2025-04-10 16:56:04,13991889,,,,2025-04-10 16:56:04,186.157.165.148,,1,,,
,2025-05-07 19:57:34,13991889,,,,2025-05-07 19:57:34,186.157.167.175,,1,,,
,2025-05-07 12:29:17,13991889,,,,2025-05-07 12:29:17,186.157.167.78,,1,,,
,2025-04-28 22:59:01,13991889,,,,2025-04-28 22:59:01,186.157.167.97,,1,,,
,2024-02-22 14:52:02,13991889,,,,2024-02-22 14:52:02,186.157.198.104,,1,,,
,2024-11-15 22:24:09,13991889,,,,2024-11-15 22:24:09,186.157.200.16,,1,,,
,2024-08-09 22:54:05,13991889,,,,2024-08-09 22:54:05,186.157.200.79,,1,,,
,2024-08-20 23:34:33,13991889,,,,2024-08-20 23:34:33,186.157.204.101,,1,,,
,2025-02-23 02:43:09,13991889,,,,2025-02-23 02:43:09,186.157.205.53,,1,,,
,2024-07-08 21:30:53,13991889,,,,2024-07-08 21:30:53,186.157.223.248,,1,,,
,2026-01-31 17:08:06,13991889,,,,2026-01-31 17:08:06,186.157.49.189,,1,,,
,2026-05-10 04:22:23,13991889,,,,2026-05-10 04:22:23,186.157.57.74,,1,,,
,2026-04-08 22:10:26,13991889,,,,2026-04-08 22:10:26,186.157.78.236,,1,,,
,2025-06-18 15:14:17,13991889,,,,2025-06-18 15:14:17,186.157.96.124,,1,,,
,2024-11-18 08:35:17,13991889,,,,2024-11-18 08:35:17,186.158.33.117,,1,,,
-03:00,2026-07-05 01:51:03,13991889,5000,-31.43,Crdoba,2026-05-02 01:41:28,186.158.33.45,-64.18,33,AR,Argentina,Cordoba
-03:00,2025-10-14 22:16:14,13991889,5000,-31.43,Crdoba,2025-01-15 01:33:10,186.158.33.48,-64.18,91,AR,Argentina,Cordoba
-03:00,2026-05-01 15:09:38,13991889,5000,-31.41,Crdoba,2025-10-19 22:43:02,186.158.33.51,-64.18,116,AR,Argentina,Cordoba
-03:00,2025-01-13 01:28:47,13991889,1602,-34.52,Vicente López,2024-10-11 19:09:33,186.158.33.52,-58.47,29,AR,Argentina,Buenos Aires
,2019-07-20 03:01:58,13991889,,,,2019-07-20 03:01:58,190.17.60.219,,1,,,
,2018-12-29 03:05:16,13991889,,,,2018-12-29 03:05:16,190.18.228.36,,1,,,
-03:00,2018-04-13 01:59:25,13991889,5000,-31.43,Córdoba,2018-03-16 19:38:20,190.18.228.46,-64.17,72,AR,Argentina,Cordoba
-03:00,2018-12-12 19:56:42,13991889,5000,-31.40,Córdoba,2018-10-24 20:31:16,190.18.234.145,-64.18,114,AR,Argentina,Cordoba
-03:00,2019-02-17 21:12:48,13991889,5000,-31.40,Córdoba,2019-02-14 19:36:48,190.18.235.148,-64.18,7,AR,Argentina,Cordoba
,2020-01-20 22:13:13,13991889,,,,2019-12-29 02:10:08,190.18.238.223,,4,,,
-03:00,2021-06-20 17:46:20,13991889,5000,-31.40,Córdoba,2020-07-22 18:35:30,190.18.241.155,-64.18,8,AR,Argentina,Cordoba
-03:00,2018-10-21 23:21:05,13991889,5000,-31.43,Córdoba,2017-08-05 10:30:17,190.18.241.25,-64.17,8,AR,Argentina,Cordoba
-03:00,2017-07-22 02:02:17,13991889,5012,-31.41,Cordoba,2017-07-15 14:52:40,190.18.243.34,-64.18,8,AR,Argentina,Cordoba
,2023-11-17 18:58:09,13991889,,,,2023-11-17 18:58:09,190.188.73.226,,1,,,
-03:00,2020-03-08 01:26:14,13991889,5000,-31.40,Córdoba,2019-06-30 01:09:06,190.189.11.41,-64.18,22,AR,Argentina,Cordoba
,2020-12-20 04:51:40,13991889,,,,2020-12-19 23:13:26,190.189.9.198,,2,,,
-03:00,2018-10-09 04:20:04,13991889,5000,-31.43,Córdoba,2018-05-19 15:54:48,190.19.146.82,-64.17,379,AR,Argentina,Cordoba
-03:00,2025-03-20 17:29:38,13991889,1871,-34.61,Buenos Aires,2024-06-19 16:11:30,190.221.156.250,-58.38,11,AR,Argentina,Buenos Aires F.D.
,2017-07-23 00:39:48,13991889,,,,2017-07-23 00:39:48,190.224.111.33,,1,,,
,2021-11-07 17:30:13,13991889,,,,2021-11-07 17:30:13,190.225.37.191,,1,,,
,2022-01-29 03:49:10,13991889,,,,2022-01-29 03:14:20,190.225.38.134,,2,,,
,2021-12-20 01:56:15,13991889,,,,2021-12-20 01:56:15,190.225.39.16,,1,,,
,2022-03-02 09:43:55,13991889,,,,2022-03-02 09:43:55,190.225.39.210,,1,,,
,2021-02-19 15:51:03,13991889,,,,2021-02-19 15:51:03,190.225.68.155,,1,,,
,2021-11-29 15:12:57,13991889,,,,2021-11-29 14:10:48,190.225.68.234,,3,,,
,2022-02-28 02:58:18,13991889,,,,2022-02-28 01:33:30,190.225.70.24,,4,,,
,2021-09-25 03:52:08,13991889,,,,2021-09-25 03:52:08,190.225.70.49,,1,,,
-03:00,2022-02-07 04:13:06,13991889,5000,-31.39,Córdoba,2022-02-06 18:28:37,190.226.232.96,-64.18,8,AR,Argentina,Cordoba
,2022-01-01 23:30:05,13991889,,,,2022-01-01 23:30:05,190.226.233.160,,1,,,
,2021-10-30 14:36:19,13991889,,,,2021-10-30 01:45:58,190.226.234.196,,2,,,
,2021-10-12 16:46:31,13991889,,,,2021-10-12 16:46:31,190.226.235.156,,1,,,
,2021-09-25 15:06:14,13991889,,,,2021-09-25 14:53:20,190.226.235.34,,2,,,
,2022-03-14 03:43:10,13991889,,,,2022-03-14 03:43:10,190.227.18.145,,1,,,
,2021-08-08 23:55:35,13991889,,,,2021-07-22 04:41:04,190.227.18.16,,2,,,
,2022-01-03 03:58:36,13991889,,,,2022-01-03 03:58:36,190.227.18.240,,1,,,
,2021-10-24 21:22:13,13991889,,,,2021-10-24 21:22:13,190.227.19.14,,1,,,
,2021-12-17 03:31:53,13991889,,,,2021-12-17 03:31:53,190.227.19.152,,1,,,
,2024-12-29 06:08:35,13991889,,,,2024-12-29 04:52:19,190.229.138.245,,2,,,
,2019-11-10 09:57:01,13991889,,,,2019-11-10 02:44:27,190.229.31.231,,3,,,
,2019-03-23 16:33:11,13991889,,,,2019-03-23 16:33:11,190.230.130.80,,1,,,
-03:00,2019-10-20 16:49:52,13991889,5000,-31.40,Córdoba,2019-08-04 18:27:10,190.245.212.198,-64.18,7,AR,Argentina,Cordoba
,2019-12-13 22:33:04,13991889,,,,2019-12-13 22:05:20,190.246.168.20,,3,,,
,2019-07-14 03:15:26,13991889,,,,2019-07-14 03:15:26,190.246.207.67,,1,,,
,2023-03-06 22:42:38,13991889,,,,2023-03-06 22:42:38,190.246.53.98,,1,,,
,2022-09-04 16:59:39,13991889,,,,2022-09-04 16:59:39,190.247.108.238,,1,,,
,2021-10-29 03:24:52,13991889,,,,2021-10-29 02:36:59,190.30.36.20,,2,,,
,2024-12-15 20:11:02,13991889,,,,2024-12-15 20:11:02,190.96.117.53,,1,,,
,2018-08-20 01:56:07,13991889,,,,2018-08-20 01:56:07,200.114.189.84,,1,,,
,2018-02-16 16:14:39,13991889,,,,2018-02-16 16:14:39,200.117.196.191,,1,,,
-03:00,2018-01-21 05:20:40,13991889,5147,-31.35,Córdoba,2018-01-15 01:43:04,200.122.65.187,-64.24,5,AR,Argentina,Cordoba
,2020-10-10 14:37:20,13991889,,,,2020-10-09 21:34:05,200.126.197.158,,3,,,
,2020-08-21 11:39:56,13991889,,,,2020-08-21 04:59:08,200.126.250.218,,2,,,
-03:00,2018-05-27 15:50:12,13991889,5147,-31.35,Córdoba,2018-03-18 01:57:10,200.127.18.160,-64.24,5,AR,Argentina,Cordoba
,2020-07-10 04:00:05,13991889,,,,2020-07-10 04:00:05,200.127.187.45,,1,,,
-03:00,2019-06-09 13:31:17,13991889,5000,-31.40,Córdoba,2019-02-09 03:16:55,200.127.21.48,-64.18,13,AR,Argentina,Cordoba
,2018-01-04 00:59:16,13991889,,,,2018-01-04 00:59:16,200.127.233.194,,1,,,
-03:00,2022-09-01 13:22:09,13991889,5012,-31.41,Cordoba,2018-04-25 18:49:34,200.16.16.13,-64.18,67,AR,Argentina,Cordoba
-03:00,2026-05-15 16:55:06,13991889,5151,-31.35,LaCalera,2024-06-18 16:58:19,200.73.157.226,-64.40,29,AR,Argentina,Cordoba
-03:00,2024-10-26 00:01:58,13991889,5000,-31.43,Córdoba,2024-10-26 00:00:47,200.81.23.242,-64.18,14,AR,Argentina,Cordoba
,2019-03-05 03:13:44,13991889,,,,2019-03-05 03:13:44,201.252.134.156,,1,,,
,2019-03-05 01:05:00,13991889,,,,2019-03-05 01:05:00,201.253.78.54,,1,,,
,2022-04-09 01:04:10,13991889,,,,2022-04-09 01:04:10,24.232.130.47,,1,,,
+00:00,2021-02-04 01:32:52,13991889,D02,53.34,Dublin,2021-01-29 15:11:02,34.255.143.140,-6.26,53,IE,Ireland,Leinster
,2019-09-20 17:49:32,13991889,,,,2019-09-20 17:49:32,37.120.130.27,,1,,,
+00:00,2021-02-04 01:32:50,13991889,D02,53.34,Dublin,2021-01-29 15:10:59,52.30.164.243,-6.26,48,IE,Ireland,Leinster
