name,value,created_at,updated_at,id,device_id
model,Mi A1,2018-10-26 02:25:39,2018-10-26 02:25:39,72997304,9acf455b3ddd36df9ac520c993111dfa
os,android,2018-10-26 02:25:39,2018-10-26 02:25:39,72997308,9acf455b3ddd36df9ac520c993111dfa
os_version,9,2018-10-26 02:25:39,2018-10-26 02:25:39,72997309,9acf455b3ddd36df9ac520c993111dfa
play_services_status,0,2018-10-26 02:25:39,2018-10-26 02:25:39,72997311,9acf455b3ddd36df9ac520c993111dfa
sdk,28,2018-10-26 02:25:39,2018-10-26 02:25:39,72997310,9acf455b3ddd36df9ac520c993111dfa
to_watch_widgets,0,2018-10-26 02:25:39,2018-10-26 02:25:39,72997314,9acf455b3ddd36df9ac520c993111dfa
agenda_widgets,0,2018-02-03 23:53:07,2018-02-03 23:53:07,41649647,a373d71f499cfc70f91ecec5666a744a
build_brand,xiaomi,2018-02-03 23:53:06,2018-02-03 23:53:06,41649640,a373d71f499cfc70f91ecec5666a744a
build_manufacturer,Xiaomi,2018-02-03 23:53:06,2018-02-03 23:53:06,41649639,a373d71f499cfc70f91ecec5666a744a
build_model,Mi A1,2018-02-03 23:53:06,2018-02-03 23:53:06,41649641,a373d71f499cfc70f91ecec5666a744a
launcher,com.android.launcher3,2018-02-03 23:53:07,2018-02-03 23:53:07,41649646,a373d71f499cfc70f91ecec5666a744a
model,Mi A1,2018-02-03 23:53:06,2018-02-03 23:53:06,41649638,a373d71f499cfc70f91ecec5666a744a
os,android,2018-02-03 23:53:07,2018-02-03 23:53:07,41649642,a373d71f499cfc70f91ecec5666a744a
os_version,7.1.2,2018-02-03 23:53:07,2018-02-03 23:53:07,41649643,a373d71f499cfc70f91ecec5666a744a
play_services_status,0,2018-02-03 23:53:07,2018-02-03 23:53:07,41649645,a373d71f499cfc70f91ecec5666a744a
sdk,25,2018-02-03 23:53:07,2018-02-03 23:53:07,41649644,a373d71f499cfc70f91ecec5666a744a
to_watch_widgets,0,2018-02-03 23:53:07,2018-02-03 23:53:07,41649648,a373d71f499cfc70f91ecec5666a744a
agenda_widgets,0,2017-07-11 22:00:57,2017-07-12 19:15:10,13932814,ac65dd0c505f3c43bfb8f956d25621aa
build_brand,samsung,2017-07-11 22:00:57,2017-07-11 22:00:57,13932807,ac65dd0c505f3c43bfb8f956d25621aa
build_manufacturer,samsung,2017-07-11 22:00:57,2017-07-11 22:00:57,13932806,ac65dd0c505f3c43bfb8f956d25621aa
build_model,GT-I9500,2017-07-11 22:00:57,2017-07-11 22:00:57,13932808,ac65dd0c505f3c43bfb8f956d25621aa
launcher,com.teslacoilsw.launcher,2017-07-11 22:00:57,2017-07-11 22:00:57,13932813,ac65dd0c505f3c43bfb8f956d25621aa
model,Galaxy S4,2017-07-11 22:00:57,2017-07-11 22:00:57,13932805,ac65dd0c505f3c43bfb8f956d25621aa
os,android,2017-07-11 22:00:57,2017-07-11 22:00:57,13932809,ac65dd0c505f3c43bfb8f956d25621aa
os_version,5.0.1,2017-07-11 22:00:57,2017-07-11 22:00:57,13932810,ac65dd0c505f3c43bfb8f956d25621aa
play_services_status,0,2017-07-11 22:00:57,2017-07-11 22:00:57,13932812,ac65dd0c505f3c43bfb8f956d25621aa
sdk,21,2017-07-11 22:00:57,2017-07-11 22:00:57,13932811,ac65dd0c505f3c43bfb8f956d25621aa
to_watch_widgets,0,2017-07-11 22:00:57,2017-07-11 22:00:57,13932815,ac65dd0c505f3c43bfb8f956d25621aa
agenda_widgets,0,2022-05-20 23:55:07,2022-05-20 23:55:07,225113664,afd3940c2eb695d5cf2e7d6c6c037748
build_brand,motorola,2022-05-20 23:55:07,2022-05-20 23:55:07,225113657,afd3940c2eb695d5cf2e7d6c6c037748
build_manufacturer,motorola,2022-05-20 23:55:07,2022-05-20 23:55:07,225113656,afd3940c2eb695d5cf2e7d6c6c037748
build_model,moto g41,2022-05-20 23:55:07,2022-05-20 23:55:07,225113658,afd3940c2eb695d5cf2e7d6c6c037748
launcher,com.motorola.launcher3,2022-05-20 23:55:07,2022-08-09 22:03:08,225113663,afd3940c2eb695d5cf2e7d6c6c037748
model,corfu,2022-05-20 23:55:07,2022-05-20 23:55:07,225113655,afd3940c2eb695d5cf2e7d6c6c037748
os,android,2022-05-20 23:55:07,2022-05-20 23:55:07,225113659,afd3940c2eb695d5cf2e7d6c6c037748
os_version,12,2022-05-20 23:55:07,2023-03-10 23:09:03,225113660,afd3940c2eb695d5cf2e7d6c6c037748
play_services_status,0,2022-05-20 23:55:07,2022-05-20 23:55:07,225113662,afd3940c2eb695d5cf2e7d6c6c037748
sdk,31,2022-05-20 23:55:07,2023-03-10 23:09:03,225113661,afd3940c2eb695d5cf2e7d6c6c037748
to_watch_widgets,0,2022-05-20 23:55:07,2022-06-18 06:13:03,225113665,afd3940c2eb695d5cf2e7d6c6c037748
agenda_widgets,0,2018-02-04 00:17:07,2018-07-13 08:07:24,41652174,d3b66736d4602b4428fc4aad7bc8dd24
build_brand,google,2018-02-04 00:17:07,2018-09-18 16:33:54,41652167,d3b66736d4602b4428fc4aad7bc8dd24
build_manufacturer,Google,2018-02-04 00:17:07,2018-09-18 16:33:54,41652166,d3b66736d4602b4428fc4aad7bc8dd24
build_model,Pixel XL,2018-02-04 00:17:07,2018-09-18 16:33:54,41652168,d3b66736d4602b4428fc4aad7bc8dd24
launcher,com.google.android.apps.nexuslauncher,2018-02-04 00:17:07,2018-09-01 14:21:43,41652173,d3b66736d4602b4428fc4aad7bc8dd24
model,Pixel XL,2018-02-04 00:17:07,2018-09-18 16:33:54,41652165,d3b66736d4602b4428fc4aad7bc8dd24
os,android,2018-02-04 00:17:07,2018-02-04 00:17:07,41652169,d3b66736d4602b4428fc4aad7bc8dd24
os_version,9,2018-02-04 00:17:07,2018-09-01 14:21:43,41652170,d3b66736d4602b4428fc4aad7bc8dd24
play_services_status,0,2018-02-04 00:17:07,2018-02-04 00:17:07,41652172,d3b66736d4602b4428fc4aad7bc8dd24
sdk,28,2018-02-04 00:17:07,2018-09-01 14:21:43,41652171,d3b66736d4602b4428fc4aad7bc8dd24
to_watch_widgets,0,2018-02-04 00:17:07,2018-08-08 03:47:50,41652175,d3b66736d4602b4428fc4aad7bc8dd24
agenda_widgets,0,2019-11-11 06:07:07,2019-11-11 06:07:07,115696958,d943932ed5725877f805862d536da832
build_brand,Google,2019-11-11 06:07:07,2019-11-11 06:07:07,115696951,d943932ed5725877f805862d536da832
build_manufacturer,Google,2019-11-11 06:07:07,2019-11-11 06:07:07,115696950,d943932ed5725877f805862d536da832
build_model,Pixel 3 XL,2019-11-11 06:07:07,2019-11-11 06:07:07,115696952,d943932ed5725877f805862d536da832
launcher,com.google.android.apps.nexuslauncher,2019-11-11 06:07:07,2019-11-11 06:07:07,115696957,d943932ed5725877f805862d536da832
model,Pixel 3 XL,2019-11-11 06:07:07,2019-11-11 06:07:07,115696949,d943932ed5725877f805862d536da832
os,android,2019-11-11 06:07:07,2019-11-11 06:07:07,115696953,d943932ed5725877f805862d536da832
os_version,10,2019-11-11 06:07:07,2019-11-11 06:07:07,115696954,d943932ed5725877f805862d536da832
play_services_status,0,2019-11-11 06:07:07,2019-11-11 06:07:07,115696956,d943932ed5725877f805862d536da832
sdk,29,2019-11-11 06:07:07,2019-11-11 06:07:07,115696955,d943932ed5725877f805862d536da832
to_watch_widgets,0,2019-11-11 06:07:07,2019-11-11 06:07:07,115696959,d943932ed5725877f805862d536da832
agenda_widgets,0,2019-10-04 23:44:31,2019-10-04 23:44:31,111805782,da4eb66d1f440dca9dab480c21ba52a0
build_brand,OnePlus,2019-10-04 23:44:31,2019-10-04 23:44:31,111805775,da4eb66d1f440dca9dab480c21ba52a0
build_manufacturer,OnePlus,2019-10-04 23:44:31,2019-10-04 23:44:31,111805774,da4eb66d1f440dca9dab480c21ba52a0
build_model,GM1905,2019-10-04 23:44:31,2019-10-04 23:44:31,111805776,da4eb66d1f440dca9dab480c21ba52a0
launcher,net.oneplus.launcher,2019-10-04 23:44:31,2019-10-04 23:44:31,111805781,da4eb66d1f440dca9dab480c21ba52a0
model,OnePlus 7,2019-10-04 23:44:31,2019-10-04 23:44:31,111805773,da4eb66d1f440dca9dab480c21ba52a0
os,android,2019-10-04 23:44:31,2019-10-04 23:44:31,111805777,da4eb66d1f440dca9dab480c21ba52a0
os_version,9,2019-10-04 23:44:31,2019-10-04 23:44:31,111805778,da4eb66d1f440dca9dab480c21ba52a0
play_services_status,0,2019-10-04 23:44:31,2019-10-04 23:44:31,111805780,da4eb66d1f440dca9dab480c21ba52a0
sdk,28,2019-10-04 23:44:31,2019-10-04 23:44:31,111805779,da4eb66d1f440dca9dab480c21ba52a0
to_watch_widgets,0,2019-10-04 23:44:31,2019-10-04 23:44:31,111805783,da4eb66d1f440dca9dab480c21ba52a0
agenda_widgets,0,2017-07-20 18:28:47,2017-07-20 18:28:47,14956873,dff60c3ff097193d1b4410ae0129d3a2
build_brand,samsung,2017-07-20 18:28:47,2017-07-20 18:28:47,14956866,dff60c3ff097193d1b4410ae0129d3a2
build_manufacturer,samsung,2017-07-20 18:28:47,2017-07-20 18:28:47,14956865,dff60c3ff097193d1b4410ae0129d3a2
build_model,GT-I9500,2017-07-20 18:28:47,2017-07-20 18:28:47,14956867,dff60c3ff097193d1b4410ae0129d3a2
launcher,com.teslacoilsw.launcher,2017-07-20 18:28:47,2017-07-20 18:28:47,14956872,dff60c3ff097193d1b4410ae0129d3a2
model,Galaxy S4,2017-07-20 18:28:47,2017-07-20 18:28:47,14956864,dff60c3ff097193d1b4410ae0129d3a2
os,android,2017-07-20 18:28:47,2017-07-20 18:28:47,14956868,dff60c3ff097193d1b4410ae0129d3a2
os_version,7.1.2,2017-07-20 18:28:47,2017-07-20 18:28:47,14956869,dff60c3ff097193d1b4410ae0129d3a2
play_services_status,0,2017-07-20 18:28:47,2017-07-20 18:28:47,14956871,dff60c3ff097193d1b4410ae0129d3a2
sdk,25,2017-07-20 18:28:47,2017-07-20 18:28:47,14956870,dff60c3ff097193d1b4410ae0129d3a2
to_watch_widgets,0,2017-07-20 18:28:47,2017-07-20 18:28:47,14956874,dff60c3ff097193d1b4410ae0129d3a2
agenda_widgets,0,2022-09-22 04:37:25,2022-09-22 04:37:25,249158508,e18c6c48848670f16d54ab3a0f87878d
build_brand,Xiaomi,2022-09-22 04:37:25,2022-09-22 04:37:25,249158501,e18c6c48848670f16d54ab3a0f87878d
build_manufacturer,Xiaomi,2022-09-22 04:37:25,2022-09-22 04:37:25,249158500,e18c6c48848670f16d54ab3a0f87878d
build_model,Mi A1,2022-09-22 04:37:25,2022-09-22 04:37:25,249158502,e18c6c48848670f16d54ab3a0f87878d
launcher,app.lawnchair,2022-09-22 04:37:25,2022-09-22 04:37:25,249158507,e18c6c48848670f16d54ab3a0f87878d
model,Mi A1,2022-09-22 04:37:25,2022-09-22 04:37:25,249158499,e18c6c48848670f16d54ab3a0f87878d
os,android,2022-09-22 04:37:25,2022-09-22 04:37:25,249158503,e18c6c48848670f16d54ab3a0f87878d
os_version,12,2022-09-22 04:37:25,2022-09-22 04:37:25,249158504,e18c6c48848670f16d54ab3a0f87878d
play_services_status,0,2022-09-22 04:37:25,2022-09-22 04:37:25,249158506,e18c6c48848670f16d54ab3a0f87878d
sdk,32,2022-09-22 04:37:25,2022-09-22 04:37:25,249158505,e18c6c48848670f16d54ab3a0f87878d
to_watch_widgets,0,2022-09-22 04:37:25,2022-09-22 04:37:25,249158509,e18c6c48848670f16d54ab3a0f87878d
agenda_widgets,0,2019-01-11 03:58:28,2019-01-11 03:58:28,82384905,e5f1e887788f7c6c3d7e803db4db17a5
build_brand,Xiaomi,2019-01-11 03:58:28,2019-01-11 03:58:28,82384898,e5f1e887788f7c6c3d7e803db4db17a5
build_manufacturer,Xiaomi,2019-01-11 03:58:28,2019-01-11 03:58:28,82384897,e5f1e887788f7c6c3d7e803db4db17a5
build_model,Mi A1,2019-01-11 03:58:28,2019-01-11 03:58:28,82384899,e5f1e887788f7c6c3d7e803db4db17a5
launcher,com.google.android.apps.nexuslauncher,2019-01-11 03:58:28,2019-01-11 03:58:28,82384904,e5f1e887788f7c6c3d7e803db4db17a5
model,Mi A1,2019-01-11 03:58:28,2019-01-11 03:58:28,82384896,e5f1e887788f7c6c3d7e803db4db17a5
os,android,2019-01-11 03:58:28,2019-01-11 03:58:28,82384900,e5f1e887788f7c6c3d7e803db4db17a5
os_version,9,2019-01-11 03:58:28,2019-01-11 03:58:28,82384901,e5f1e887788f7c6c3d7e803db4db17a5
play_services_status,0,2019-01-11 03:58:28,2019-01-11 03:58:28,82384903,e5f1e887788f7c6c3d7e803db4db17a5
sdk,28,2019-01-11 03:58:28,2019-01-11 03:58:28,82384902,e5f1e887788f7c6c3d7e803db4db17a5
to_watch_widgets,0,2019-01-11 03:58:28,2019-01-11 03:58:28,82384906,e5f1e887788f7c6c3d7e803db4db17a5
agenda_widgets,0,2019-09-26 19:37:35,2019-09-26 19:37:35,110938786,e74a46ead86e4ab64bada9f6e3fe1dc3
build_brand,Xiaomi,2019-09-26 19:37:35,2019-09-26 19:37:35,110938779,e74a46ead86e4ab64bada9f6e3fe1dc3
build_manufacturer,Xiaomi,2019-09-26 19:37:35,2019-09-26 19:37:35,110938778,e74a46ead86e4ab64bada9f6e3fe1dc3
build_model,Redmi Note 5,2019-09-26 19:37:35,2019-09-26 19:37:35,110938780,e74a46ead86e4ab64bada9f6e3fe1dc3
launcher,com.google.android.apps.nexuslauncher,2019-09-26 19:37:35,2019-09-26 19:37:35,110938785,e74a46ead86e4ab64bada9f6e3fe1dc3
model,Redmi Note 5,2019-09-26 19:37:35,2019-09-26 19:37:35,110938777,e74a46ead86e4ab64bada9f6e3fe1dc3
os,android,2019-09-26 19:37:35,2019-09-26 19:37:35,110938781,e74a46ead86e4ab64bada9f6e3fe1dc3
os_version,10,2019-09-26 19:37:35,2019-09-26 19:37:35,110938782,e74a46ead86e4ab64bada9f6e3fe1dc3
play_services_status,0,2019-09-26 19:37:35,2019-09-26 19:37:35,110938784,e74a46ead86e4ab64bada9f6e3fe1dc3
sdk,29,2019-09-26 19:37:35,2019-09-26 19:37:35,110938783,e74a46ead86e4ab64bada9f6e3fe1dc3
to_watch_widgets,0,2019-09-26 19:37:35,2019-09-26 19:37:35,110938787,e74a46ead86e4ab64bada9f6e3fe1dc3
agenda_widgets,1,2019-11-04 21:31:07,2019-11-30 03:42:28,115011402,ee1e37cc0d045bbae0a385570d58a390
build_brand,Google,2019-11-04 21:31:07,2019-12-12 00:13:31,115011395,ee1e37cc0d045bbae0a385570d58a390
build_manufacturer,Google,2019-11-04 21:31:07,2019-12-12 00:13:31,115011394,ee1e37cc0d045bbae0a385570d58a390
build_model,Pixel 3 XL,2019-11-04 21:31:07,2019-12-12 00:13:31,115011396,ee1e37cc0d045bbae0a385570d58a390
launcher,ch.deletescape.lawnchair.ci,2019-11-04 21:31:07,2019-11-30 03:42:28,115011401,ee1e37cc0d045bbae0a385570d58a390
model,Pixel 3 XL,2019-11-04 21:31:07,2019-12-12 00:13:31,115011393,ee1e37cc0d045bbae0a385570d58a390
os,android,2019-11-04 21:31:07,2019-11-04 21:31:07,115011397,ee1e37cc0d045bbae0a385570d58a390
os_version,10,2019-11-04 21:31:07,2019-12-10 03:55:09,115011398,ee1e37cc0d045bbae0a385570d58a390
play_services_status,0,2019-11-04 21:31:07,2019-11-04 21:31:07,115011400,ee1e37cc0d045bbae0a385570d58a390
sdk,29,2019-11-04 21:31:07,2019-12-10 03:55:09,115011399,ee1e37cc0d045bbae0a385570d58a390
to_watch_widgets,1,2019-11-04 21:31:07,2019-12-10 04:11:23,115011403,ee1e37cc0d045bbae0a385570d58a390
agenda_widgets,0,2017-11-28 20:59:07,2017-11-28 20:59:07,31920537,fa993f07b0f469674a55d68b5f50d917
build_brand,samsung,2017-11-28 20:59:07,2017-11-28 20:59:07,31920530,fa993f07b0f469674a55d68b5f50d917
build_manufacturer,samsung,2017-11-28 20:59:07,2017-11-28 20:59:07,31920529,fa993f07b0f469674a55d68b5f50d917
build_model,GT-I9500,2017-11-28 20:59:07,2017-11-28 20:59:07,31920531,fa993f07b0f469674a55d68b5f50d917
launcher,is.shortcut,2017-11-28 20:59:07,2017-12-26 00:35:41,31920536,fa993f07b0f469674a55d68b5f50d917
model,Galaxy S4,2017-11-28 20:59:07,2017-11-28 20:59:07,31920528,fa993f07b0f469674a55d68b5f50d917
os,android,2017-11-28 20:59:07,2017-11-28 20:59:07,31920532,fa993f07b0f469674a55d68b5f50d917
os_version,5.0.1,2017-11-28 20:59:07,2017-11-28 20:59:07,31920533,fa993f07b0f469674a55d68b5f50d917
play_services_status,0,2017-11-28 20:59:07,2017-11-28 20:59:07,31920535,fa993f07b0f469674a55d68b5f50d917
sdk,21,2017-11-28 20:59:07,2017-11-28 20:59:07,31920534,fa993f07b0f469674a55d68b5f50d917
to_watch_widgets,0,2017-11-28 20:59:07,2017-11-28 20:59:07,31920538,fa993f07b0f469674a55d68b5f50d917
