updated_at,series_id,user_id,type,series_name,watch_count,created_at,uuid,type-uuid-n,watches,rewatch_count,follow_date_range_key,entity_type,movie_name,release_date_range_key,release_date,alpha_range_key,runtime,season_number,series_uuid,episode_id,watch_date,episode_number,watched_episode_range_key,total_series_runtime,total_movies_runtime,watch_date_range_key,unitarian,country
2021-11-01 06:22:02,348545,13991889,count-watch-episode-series,Demon Slayer: Kimetsu no Yaiba,26,2021-04-07 03:46:30,015f238e-e893-4c3a-973a-674eb2a1df87,count-watch-episode-series-015f238e-e893-4c3a-973a-674eb2a1df87,,,,,,,,,,,,,,,,,,,,
2021-04-06 00:49:13,355774,13991889,count-watch-episode-series,Dr. STONE,7,2021-02-08 22:12:56,14f8bad3-d1da-4e83-b1e7-9cd5bb66a51e,count-watch-episode-series-14f8bad3-d1da-4e83-b1e7-9cd5bb66a51e,,,,,,,,,,,,,,,,,,,,
2020-12-18 14:09:31,251085,13991889,count-watch-episode-series,The Legend of Korra,6,2020-12-18 14:08:53,16ff2b5f-a919-4223-85ca-81822f00f699,count-watch-episode-series-16ff2b5f-a919-4223-85ca-81822f00f699,,,,,,,,,,,,,,,,,,,,
2021-03-23 01:11:08,348922,13991889,count-watch-episode-series,Paradise PD,1,2021-03-23 01:11:08,1b5da6b3-cd03-4986-a754-c3a097d61ac8,count-watch-episode-series-1b5da6b3-cd03-4986-a754-c3a097d61ac8,,,,,,,,,,,,,,,,,,,,
2021-09-24 14:55:53,330374,13991889,count-watch-episode-series,Atypical,10,2021-09-17 00:07:05,1b942384-17aa-4ad6-b3f2-1e0fdece066f,count-watch-episode-series-1b942384-17aa-4ad6-b3f2-1e0fdece066f,,,,,,,,,,,,,,,,,,,,
2020-11-05 23:31:02,257655,13991889,count-watch-episode-series,Arrow,1,2020-11-05 23:31:02,200a6f37-0ced-46e8-bf42-3db320cc3d04,count-watch-episode-series-200a6f37-0ced-46e8-bf42-3db320cc3d04,,,,,,,,,,,,,,,,,,,,
2021-10-24 21:22:27,356317,13991889,count-watch-episode-series,Sex Education,8,2021-09-20 00:00:53,2ca857f5-aa12-4c60-8f01-3615da41dc09,count-watch-episode-series-2ca857f5-aa12-4c60-8f01-3615da41dc09,,,,,,,,,,,,,,,,,,,,
2021-10-16 04:43:47,398193,13991889,count-watch-episode-series,The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,2,2021-10-09 04:05:15,2dd409ed-5907-4452-b39b-56e1ed70c376,count-watch-episode-series-2dd409ed-5907-4452-b39b-56e1ed70c376,,,,,,,,,,,,,,,,,,,,
2021-02-10 23:40:46,328690,13991889,count-watch-episode-series,The Alienist,7,2020-12-18 14:08:05,3264a58a-3b8e-4b12-a67b-75ff00ef5c76,count-watch-episode-series-3264a58a-3b8e-4b12-a67b-75ff00ef5c76,,,,,,,,,,,,,,,,,,,,
2021-08-21 04:50:34,393810,13991889,count-watch-episode-series,Record of Ragnarok,12,2021-07-24 00:15:02,37358331-3dd5-4503-afb3-d63ddf158cd4,count-watch-episode-series-37358331-3dd5-4503-afb3-d63ddf158cd4,,,,,,,,,,,,,,,,,,,,
2021-02-22 01:45:51,267440,13991889,count-watch-episode-series,Attack on Titan,2,2021-02-13 21:40:06,3adddd30-319a-4e47-bb54-fa22d92aa5e1,count-watch-episode-series-3adddd30-319a-4e47-bb54-fa22d92aa5e1,,,,,,,,,,,,,,,,,,,,
2021-11-07 02:58:55,401911,13991889,count-watch-episode-series,The Great Jahy Will Not Be Defeated!,13,2021-08-02 04:52:38,3cf6fad6-6d0a-4588-a30b-79f3a4f55be6,count-watch-episode-series-3cf6fad6-6d0a-4588-a30b-79f3a4f55be6,,,,,,,,,,,,,,,,,,,,
2021-09-11 16:55:41,343913,13991889,count-watch-episode-series,Grand Blue Dreaming,12,2021-08-15 03:58:25,3f34594c-8d53-40b8-af9e-1a444cb89900,count-watch-episode-series-3f34594c-8d53-40b8-af9e-1a444cb89900,,,,,,,,,,,,,,,,,,,,
2020-12-26 05:56:49,78831,13991889,count-watch-episode-series,Drawn Together,12,2020-12-11 03:23:06,40652d64-ab6f-4708-a334-f9195176d942,count-watch-episode-series-40652d64-ab6f-4708-a334-f9195176d942,,,,,,,,,,,,,,,,,,,,
2021-03-30 04:36:32,377543,13991889,count-watch-episode-series,JUJUTSU KAISEN,18,2020-12-12 06:12:34,629493df-1990-437e-a64f-3adf1f2782c1,count-watch-episode-series-629493df-1990-437e-a64f-3adf1f2782c1,,,,,,,,,,,,,,,,,,,,
2021-10-04 04:58:44,284131,13991889,count-watch-episode-series,The Seven Deadly Sins,10,2021-02-10 02:31:54,6436b274-ca56-4d2f-8c68-2956bc0fcab6,count-watch-episode-series-6436b274-ca56-4d2f-8c68-2956bc0fcab6,,,,,,,,,,,,,,,,,,,,
2021-09-21 04:10:37,364007,13991889,count-watch-episode-series,Primal,1,2021-09-21 04:10:37,7063ddb0-ea89-4bc2-ba9e-1abd6cdc48bb,count-watch-episode-series-7063ddb0-ea89-4bc2-ba9e-1abd6cdc48bb,,,,,,,,,,,,,,,,,,,,
2021-07-22 04:41:15,328724,13991889,count-watch-episode-series,Young Sheldon,4,2020-12-28 15:49:30,7675925d-5d4d-4580-856a-2a9bf2441a46,count-watch-episode-series-7675925d-5d4d-4580-856a-2a9bf2441a46,,,,,,,,,,,,,,,,,,,,
2021-10-09 17:41:15,329822,13991889,count-watch-episode-series,Classroom of the Elite,1,2021-10-09 17:41:15,77533fe4-ba38-4e6f-a064-8446a27d57cc,count-watch-episode-series-77533fe4-ba38-4e6f-a064-8446a27d57cc,,,,,,,,,,,,,,,,,,,,
2021-06-25 23:59:52,327572,13991889,count-watch-episode-series,Kakegurui,24,2021-02-08 22:16:41,7d5f3a6e-734d-4b59-ab86-60f0e293ab5c,count-watch-episode-series-7d5f3a6e-734d-4b59-ab86-60f0e293ab5c,,,,,,,,,,,,,,,,,,,,
2021-09-03 01:12:37,361034,13991889,count-watch-episode-series,How to Sell Drugs Online (Fast),6,2021-08-24 21:59:40,93804bbd-2bff-4632-9fd2-b65dfa911c13,count-watch-episode-series-93804bbd-2bff-4632-9fd2-b65dfa911c13,,,,,,,,,,,,,,,,,,,,
2021-11-07 02:58:41,399902,13991889,count-watch-episode-series,Platinum End,5,2021-10-09 00:32:09,96e5bfa7-459d-41b3-b286-ca4e3e8971d6,count-watch-episode-series-96e5bfa7-459d-41b3-b286-ca4e3e8971d6,,,,,,,,,,,,,,,,,,,,
2021-06-29 03:25:16,376751,13991889,count-watch-episode-series,The Daily Life of the Immortal King,14,2021-06-14 19:57:03,97fa280e-6382-4ddf-ac69-bac712f946d6,count-watch-episode-series-97fa280e-6382-4ddf-ac69-bac712f946d6,,,,,,,,,,,,,,,,,,,,
2021-01-02 00:50:54,81797,13991889,count-watch-episode-series,One Piece,2,2020-12-29 16:42:54,9851e41d-c538-44a9-a656-46de8a59471e,count-watch-episode-series-9851e41d-c538-44a9-a656-46de8a59471e,,,,,,,,,,,,,,,,,,,,
2021-03-05 02:29:53,353232,13991889,count-watch-episode-series,Narcos: Mexico,9,2021-02-13 21:41:33,9a01e954-63e9-428f-9455-7bc85cc852c9,count-watch-episode-series-9a01e954-63e9-428f-9455-7bc85cc852c9,,,,,,,,,,,,,,,,,,,,
2021-08-05 03:34:58,381016,13991889,count-watch-episode-series,Biohackers,6,2021-07-10 15:45:27,9b95280b-8b39-45f9-85bb-f8614c5b653d,count-watch-episode-series-9b95280b-8b39-45f9-85bb-f8614c5b653d,,,,,,,,,,,,,,,,,,,,
2021-06-25 03:52:02,332335,13991889,count-watch-episode-series,Close Enough,16,2021-06-12 23:08:39,9e6de326-3ca4-4886-9176-67d47fc1ba19,count-watch-episode-series-9e6de326-3ca4-4886-9176-67d47fc1ba19,,,,,,,,,,,,,,,,,,,,
2021-10-24 06:17:12,365098,13991889,count-watch-episode-series,Inside Job,1,2021-10-24 06:17:12,a42ed3b9-d60b-4d83-86f2-ca92d1d44767,count-watch-episode-series-a42ed3b9-d60b-4d83-86f2-ca92d1d44767,,,,,,,,,,,,,,,,,,,,
2021-02-23 06:57:09,361315,13991889,count-watch-episode-series,Batwoman,1,2021-02-23 06:57:09,a68ce349-bf93-4e63-8d32-e23d45af950f,count-watch-episode-series-a68ce349-bf93-4e63-8d32-e23d45af950f,,,,,,,,,,,,,,,,,,,,
2021-11-10 14:16:56,383275,13991889,count-watch-episode-series,Squid Game,6,2021-09-25 14:54:26,a704a3c7-996b-40d8-bdb8-76fc2a34e1fd,count-watch-episode-series-a704a3c7-996b-40d8-bdb8-76fc2a34e1fd,,,,,,,,,,,,,,,,,,,,
2021-10-27 04:54:52,347734,13991889,count-watch-episode-series,Super Dragon Ball Heroes,8,2020-12-25 21:42:27,a91c09d6-e687-4094-9290-206ae8c0cd75,count-watch-episode-series-a91c09d6-e687-4094-9290-206ae8c0cd75,,,,,,,,,,,,,,,,,,,,
2021-11-11 16:32:44,402412,13991889,count-watch-episode-series,Komi Can't Communicate,4,2021-10-09 23:52:42,aaeb7879-fd12-499e-a24b-c00d5797f6b4,count-watch-episode-series-aaeb7879-fd12-499e-a24b-c00d5797f6b4,,,,,,,,,,,,,,,,,,,,
2021-04-19 21:21:17,339353,13991889,count-watch-episode-series,B: The Beginning,17,2021-03-04 04:03:06,ad1dcc9f-bf02-40c6-8524-fda5fc171955,count-watch-episode-series-ad1dcc9f-bf02-40c6-8524-fda5fc171955,,,,,,,,,,,,,,,,,,,,
2021-05-19 04:48:04,357888,13991889,count-watch-episode-series,"Love, Death & Robots",8,2021-05-16 20:44:18,ad76771e-2a66-4748-93f6-5853f407b216,count-watch-episode-series-ad76771e-2a66-4748-93f6-5853f407b216,,,,,,,,,,,,,,,,,,,,
2021-04-24 01:13:06,346931,13991889,count-watch-episode-series,Cells at Work!,1,2021-04-24 01:13:06,aedf4a1f-8889-440b-9499-1d8950943383,count-watch-episode-series-aedf4a1f-8889-440b-9499-1d8950943383,,,,,,,,,,,,,,,,,,,,
2021-03-18 16:36:23,279121,13991889,count-watch-episode-series,The Flash (2014),3,2021-03-04 20:37:34,b0742927-b90e-4b53-8c58-63d8707a677d,count-watch-episode-series-b0742927-b90e-4b53-8c58-63d8707a677d,,,,,,,,,,,,,,,,,,,,
2021-09-25 14:53:34,305074,13991889,count-watch-episode-series,My Hero Academia,55,2021-02-08 22:13:24,b4e8e618-0fbb-46c6-9ccc-bf3ca6f09251,count-watch-episode-series-b4e8e618-0fbb-46c6-9ccc-bf3ca6f09251,,,,,,,,,,,,,,,,,,,,
2021-10-28 22:00:18,364468,13991889,count-watch-episode-series,Family Business (2019),1,2021-10-28 22:00:18,c192a13d-3963-410c-b34e-c5990374d206,count-watch-episode-series-c192a13d-3963-410c-b34e-c5990374d206,,,,,,,,,,,,,,,,,,,,
2020-12-22 05:04:46,349643,13991889,count-watch-episode-series,Hilda,13,2020-12-15 21:25:41,c41bc231-1f55-46c2-b458-ef93309eef32,count-watch-episode-series-c41bc231-1f55-46c2-b458-ef93309eef32,,,,,,,,,,,,,,,,,,,,
2021-09-06 13:33:48,275274,13991889,count-watch-episode-series,Rick and Morty,10,2021-06-22 06:39:24,c89b7b03-cb1f-4776-b5ea-374263ce2310,count-watch-episode-series-c89b7b03-cb1f-4776-b5ea-374263ce2310,,,,,,,,,,,,,,,,,,,,
2021-08-15 16:39:58,388575,13991889,count-watch-episode-series,Redo of Healer,2,2021-08-14 23:42:53,c9229b30-7ae2-4efe-adac-078d892c76f6,count-watch-episode-series-c9229b30-7ae2-4efe-adac-078d892c76f6,,,,,,,,,,,,,,,,,,,,
2021-10-23 00:07:45,405661,13991889,count-watch-episode-series,Takt op.Destiny,2,2021-10-09 04:05:50,d12f97ef-f046-4905-94c7-8149f6b7d557,count-watch-episode-series-d12f97ef-f046-4905-94c7-8149f6b7d557,,,,,,,,,,,,,,,,,,,,
2021-11-04 03:36:17,79481,13991889,count-watch-episode-series,Death Note,12,2021-10-20 02:51:34,d6adbb6e-05b6-45fe-bf0c-34aee5fc663c,count-watch-episode-series-d6adbb6e-05b6-45fe-bf0c-34aee5fc663c,,,,,,,,,,,,,,,,,,,,
2021-07-08 01:41:50,279831,13991889,count-watch-episode-series,Parasyte -the maxim-,24,2021-03-28 02:37:54,e04658af-ac15-450b-8bde-faa6e2d97950,count-watch-episode-series-e04658af-ac15-450b-8bde-faa6e2d97950,,,,,,,,,,,,,,,,,,,,
2021-11-10 04:38:12,399121,13991889,count-watch-episode-series,Mieruko-chan,6,2021-10-07 05:30:24,e05df8c5-e61f-44fc-86d8-91a65d3dd110,count-watch-episode-series-e05df8c5-e61f-44fc-86d8-91a65d3dd110,,,,,,,,,,,,,,,,,,,,
2021-05-25 18:38:03,362392,13991889,count-watch-episode-series,WandaVision,9,2021-02-15 02:06:29,e0f26948-10ad-4865-a187-eaf236616cb0,count-watch-episode-series-e0f26948-10ad-4865-a187-eaf236616cb0,,,,,,,,,,,,,,,,,,,,
2021-10-27 05:03:59,267441,13991889,count-watch-episode-series,The Devil Is a Part-Timer!,13,2021-08-14 22:55:54,f0a1217d-9257-44b4-83ed-b4eb00f631b1,count-watch-episode-series-f0a1217d-9257-44b4-83ed-b4eb00f631b1,,,,,,,,,,,,,,,,,,,,
2021-09-04 03:00:03,399966,13991889,count-watch-episode-series,Sex!fy,8,2021-05-19 04:49:30,f2ad4f4c-447f-4d65-84ca-00881c9f1375,count-watch-episode-series-f2ad4f4c-447f-4d65-84ca-00881c9f1375,,,,,,,,,,,,,,,,,,,,
2021-08-15 22:30:03,354198,13991889,count-watch-episode-series,Kaguya-sama: Love Is War,2,2021-08-15 22:29:50,f50cb36e-2a19-4bd3-a04b-4e4ac5e7011f,count-watch-episode-series-f50cb36e-2a19-4bd3-a04b-4e4ac5e7011f,,,,,,,,,,,,,,,,,,,,
2021-09-29 19:42:53,397597,13991889,count-watch-episode-series,iCarly (2021),5,2021-08-11 03:40:45,f910269b-1d3a-4e4e-b02d-1e407a3edcbe,count-watch-episode-series-f910269b-1d3a-4e4e-b02d-1e407a3edcbe,,,,,,,,,,,,,,,,,,,,
2021-04-27 05:12:07,348002,13991889,count-watch-episode-series,The Promised Neverland,8,2021-02-10 13:42:56,fba3a83c-e062-4bea-a884-245e69f3931a,count-watch-episode-series-fba3a83c-e062-4bea-a884-245e69f3931a,,,,,,,,,,,,,,,,,,,,
2020-12-17 05:47:52,368452,13991889,count-watch-episode-series,Inside Bill's Brain: Decoding Bill Gates,2,2020-12-17 05:47:50,fc413b42-259c-4444-96c7-ccc578308830,count-watch-episode-series-fc413b42-259c-4444-96c7-ccc578308830,,,,,,,,,,,,,,,,,,,,
2021-11-11 16:32:44,,13991889,count-watch-episode-total,,456,2020-11-05 23:31:02,,count-watch-episode-total,,,,,,,,,,,,,,,,,,,,
