episode_id,show_character_id,created_at,episode_number,user_id,updated_at,fb_action_id,tv_show_name,episode_season_number
6241912,64438428,2018-07-02 20:03:44,29,13991889,2018-07-02 20:03:44,,Dragon Ball Super,5
6279753,64050037,2018-07-16 03:57:12,1,13991889,2018-07-16 03:57:12,,Happy!,1
6299661,63930732,2018-07-29 21:31:43,2,13991889,2018-07-29 21:31:43,,Krypton,1
6299662,63930737,2018-08-19 17:33:16,3,13991889,2018-08-19 17:33:25,,Krypton,1
6299664,63930773,2018-08-22 21:02:40,4,13991889,2018-08-22 21:02:48,,Krypton,1
6304546,63632914,2020-01-02 06:08:08,1,13991889,2020-01-02 06:08:08,,The Alienist,1
6374933,64050057,2018-07-16 03:56:56,2,13991889,2018-07-16 03:56:56,,Happy!,1
6378507,63448765,2020-01-14 19:51:11,11,13991889,2020-01-14 19:51:11,,Travelers (2016),2
6379885,64821436,2019-11-06 06:45:58,8,13991889,2019-11-06 06:45:58,,The End of the F***ing World,1
6411823,64050057,2018-07-17 02:17:24,3,13991889,2018-07-17 02:17:24,,Happy!,1
6411824,64050037,2018-07-17 02:17:35,4,13991889,2018-07-17 02:17:35,,Happy!,1
6412771,63883472,2019-06-08 06:48:11,1,13991889,2019-06-08 06:48:11,,Good Girls,1
6496773,63930732,2018-09-09 23:45:33,5,13991889,2018-09-09 23:45:37,,Krypton,1
6496774,63930754,2018-09-10 02:18:13,6,13991889,2018-09-10 02:18:13,,Krypton,1
6496776,63930732,2018-09-11 18:01:41,7,13991889,2018-09-11 18:01:41,,Krypton,1
6511234,64438651,2018-07-14 21:12:11,51,13991889,2018-07-14 21:12:11,,Dragon Ball Super,5
6511235,398211,2018-07-14 21:12:03,52,13991889,2018-07-14 21:12:07,,Dragon Ball Super,5
6511236,398197,2018-07-14 21:12:23,53,13991889,2018-07-14 21:12:23,,Dragon Ball Super,5
6511237,398197,2018-07-14 21:33:25,54,13991889,2018-07-14 21:33:27,,Dragon Ball Super,5
6532980,65163162,2018-08-07 05:34:40,1,13991889,2018-08-07 05:34:40,,3%,2
6537947,64878586,2018-07-29 01:02:11,2,13991889,2018-07-29 01:02:11,,Final Space,1
6538304,64066757,2019-06-24 04:08:49,13,13991889,2019-06-24 04:08:49,,The 100,5
6547749,65194735,2019-10-01 03:40:03,36,13991889,2019-10-01 03:40:03,,Star vs. the Forces of Evil,3
6547760,65194709,2019-10-01 03:39:18,37,13991889,2019-10-01 03:39:18,,Star vs. the Forces of Evil,3
6547773,65194735,2019-10-01 03:38:44,38,13991889,2019-10-01 03:39:04,,Star vs. the Forces of Evil,3
6563912,64878582,2018-07-29 01:02:04,3,13991889,2018-07-29 01:02:04,,Final Space,1
6563913,64878586,2018-07-29 01:01:48,4,13991889,2018-07-29 01:01:48,,Final Space,1
6563915,64878589,2018-07-29 01:01:42,5,13991889,2018-07-29 01:01:42,,Final Space,1
6563916,64878588,2018-07-29 01:27:57,6,13991889,2018-07-29 01:27:57,,Final Space,1
6580217,64878589,2018-07-29 01:54:20,7,13991889,2018-07-29 01:54:20,,Final Space,1
6580218,64878586,2018-07-29 04:12:50,8,13991889,2018-07-29 04:12:50,,Final Space,1
6580219,64878581,2018-07-29 04:13:05,9,13991889,2018-07-29 04:13:05,,Final Space,1
6580220,64878586,2018-07-29 04:42:06,10,13991889,2018-07-29 04:42:06,,Final Space,1
6601824,63819082,2019-11-05 05:09:56,1,13991889,2019-11-05 05:09:56,,Titans (2018),1
6608628,65163136,2018-08-07 05:34:51,2,13991889,2018-08-07 05:34:51,,3%,2
6608631,65163159,2018-08-12 05:14:12,3,13991889,2018-08-12 05:14:12,,3%,2
6608637,65163162,2018-08-12 05:14:00,4,13991889,2018-08-12 05:14:00,,3%,2
6608642,65163156,2018-08-12 05:13:52,5,13991889,2018-08-12 05:13:52,,3%,2
6608646,65163159,2018-08-12 05:13:43,6,13991889,2018-08-12 05:13:43,,3%,2
6608649,65163162,2018-08-12 19:37:05,7,13991889,2018-08-12 19:37:05,,3%,2
6608651,65163136,2018-08-14 21:48:17,8,13991889,2018-08-14 21:48:17,,3%,2
6614016,63930732,2018-09-14 19:59:53,10,13991889,2018-09-14 19:59:53,,Krypton,1
6619954,63393738,2019-10-15 16:56:59,13,13991889,2019-10-15 16:56:59,,iZombie,4
6622395,64831765,2018-07-23 00:43:18,23,13991889,2018-07-23 00:43:18,,The Flash (2014),4
6643770,65163162,2018-08-14 21:48:07,9,13991889,2018-08-14 21:48:07,,3%,2
6643773,65163162,2018-08-15 01:40:12,10,13991889,2018-08-15 01:40:12,,3%,2
6663646,64977084,2018-06-10 05:30:17,12,13991889,2018-06-10 05:30:41,,Sense8,2
6671804,63365411,2018-11-25 19:46:55,8,13991889,2018-11-25 19:46:55,,Elite,1
6699345,63735601,2018-08-17 19:47:28,1,13991889,2018-08-17 19:47:35,,Disenchantment,1
6699487,63735599,2018-08-17 20:42:50,2,13991889,2018-08-17 20:42:54,,Disenchantment,1
6699488,63735601,2018-08-18 04:45:16,3,13991889,2018-08-18 04:45:16,,Disenchantment,1
6699489,63735599,2018-08-18 14:40:13,4,13991889,2018-08-18 14:40:13,,Disenchantment,1
6699490,63735600,2018-08-18 14:40:25,5,13991889,2018-08-18 14:40:25,,Disenchantment,1
6699491,63735599,2018-08-18 15:15:27,6,13991889,2018-08-18 15:15:27,,Disenchantment,1
6699493,63735600,2018-08-18 21:39:50,7,13991889,2018-08-18 21:39:54,,Disenchantment,1
6699494,63735599,2018-08-18 21:40:12,8,13991889,2018-08-18 21:40:12,,Disenchantment,1
6699495,63735599,2018-08-19 00:00:46,9,13991889,2018-08-19 00:00:46,,Disenchantment,1
6699496,63735599,2018-08-19 02:24:19,10,13991889,2018-08-19 02:24:19,,Disenchantment,1
6733442,63448426,2018-11-03 02:49:32,1,13991889,2018-11-03 02:49:32,,Black Lightning,2
6753772,63448436,2018-11-03 02:49:24,2,13991889,2018-11-03 02:49:24,,Black Lightning,2
6753773,63448426,2018-11-03 02:49:10,3,13991889,2018-11-03 02:49:10,,Black Lightning,2
6764190,63323834,2018-09-08 21:52:41,3,13991889,2018-09-08 21:52:41,,Super Dragon Ball Heroes,1
6771499,63410448,2018-09-08 20:59:46,1,13991889,2018-09-08 20:59:46,,Paradise PD,1
6785212,64066659,2019-06-24 04:09:01,1,13991889,2019-06-24 04:09:31,,The 100,6
6790744,63891275,2018-11-15 00:07:25,4,13991889,2018-11-15 00:07:25,,DC's Legends of Tomorrow,4
6792119,64066659,2019-06-24 04:09:11,2,13991889,2019-06-24 04:09:11,,The 100,6
6794675,64831747,2018-11-07 02:44:16,3,13991889,2018-11-07 02:44:16,,The Flash (2014),5
6794677,64831773,2018-11-07 20:23:19,4,13991889,2018-11-07 20:23:19,,The Flash (2014),5
6794679,64831753,2018-11-15 09:45:55,5,13991889,2018-11-15 09:45:55,,The Flash (2014),5
6800815,63410448,2018-09-08 21:52:19,2,13991889,2018-09-08 21:52:19,,Paradise PD,1
6800817,63410448,2018-09-14 20:00:40,3,13991889,2018-09-14 20:00:43,,Paradise PD,1
6800818,63410437,2018-09-18 21:41:39,4,13991889,2018-09-18 21:41:39,,Paradise PD,1
6800820,63410444,2018-09-18 21:41:34,5,13991889,2018-09-18 21:41:34,,Paradise PD,1
6800821,63410434,2018-09-18 21:41:30,6,13991889,2018-09-18 21:41:30,,Paradise PD,1
6800823,63410444,2018-09-26 22:32:31,7,13991889,2018-09-26 22:32:31,,Paradise PD,1
6800825,63410448,2018-09-26 22:32:15,8,13991889,2018-09-26 22:32:15,,Paradise PD,1
6800828,63410444,2018-09-26 22:32:08,9,13991889,2018-09-26 22:32:08,,Paradise PD,1
6800831,63410434,2018-09-26 22:31:55,10,13991889,2018-09-26 22:31:55,,Paradise PD,1
6814864,63393732,2019-10-15 16:56:49,1,13991889,2019-10-15 16:56:52,,iZombie,5
6814866,63393732,2019-10-15 23:30:40,2,13991889,2019-10-15 23:30:40,,iZombie,5
6814868,63393738,2019-10-16 02:29:05,3,13991889,2019-10-16 02:29:05,,iZombie,5
6881113,438625,2018-12-11 04:05:34,9,13991889,2018-12-11 04:05:34,,The Flash (2014),5
6885898,64831747,2018-12-05 19:43:26,8,13991889,2018-12-05 19:43:26,,The Flash (2014),5
6894195,64933195,2019-03-07 21:24:49,2,13991889,2019-03-07 21:24:49,,Narcos: Mexico,1
7044955,434055,2019-10-02 04:24:20,8,13991889,2019-10-02 04:24:20,,Star vs. the Forces of Evil,4
7044957,65194735,2019-10-02 04:24:30,9,13991889,2019-10-02 04:24:30,,Star vs. the Forces of Evil,4
7044961,65194735,2019-10-02 04:24:43,10,13991889,2019-10-02 04:24:43,,Star vs. the Forces of Evil,4
7044964,65194743,2019-10-02 23:56:57,12,13991889,2019-10-02 23:56:57,,Star vs. the Forces of Evil,4
7044966,65194701,2019-10-02 23:57:08,13,13991889,2019-10-02 23:57:08,,Star vs. the Forces of Evil,4
7061640,64050057,2019-06-24 20:18:26,10,13991889,2019-06-24 20:18:31,,Happy!,2
7085504,64831757,2019-03-21 23:13:30,17,13991889,2019-03-21 23:13:34,,The Flash (2014),5
7113115,367914,2019-10-02 23:57:20,14,13991889,2019-10-02 23:57:20,,Star vs. the Forces of Evil,4
7113166,65194701,2019-10-03 01:59:29,27,13991889,2019-10-03 01:59:29,,Star vs. the Forces of Evil,4
7113171,65194753,2019-10-03 01:59:33,28,13991889,2019-10-03 01:59:33,,Star vs. the Forces of Evil,4
7118396,65194701,2019-10-04 18:28:18,31,13991889,2019-10-04 18:28:18,,Star vs. the Forces of Evil,4
7118398,65194735,2019-10-04 18:28:07,32,13991889,2019-10-04 18:28:07,,Star vs. the Forces of Evil,4
7118400,65194701,2019-10-04 18:26:43,33,13991889,2019-10-04 18:26:43,,Star vs. the Forces of Evil,4
7118401,65194701,2019-10-04 18:27:08,34,13991889,2019-10-04 18:27:08,,Star vs. the Forces of Evil,4
7118402,65194735,2019-10-04 19:15:50,35,13991889,2019-10-04 19:15:50,,Star vs. the Forces of Evil,4
7118403,65194701,2019-10-04 19:16:03,36,13991889,2019-10-04 19:16:03,,Star vs. the Forces of Evil,4
7118404,65194701,2019-10-04 19:16:11,37,13991889,2019-10-04 19:16:11,,Star vs. the Forces of Evil,4
7145066,64831765,2019-05-11 03:46:11,21,13991889,2019-05-11 03:46:15,,The Flash (2014),5
7152841,457000,2019-06-19 16:09:06,21,13991889,2019-06-19 16:09:06,,Young Sheldon,2
7159480,64831753,2019-05-15 17:05:19,22,13991889,2019-05-15 17:05:19,,The Flash (2014),5
7159487,64066577,2019-06-24 04:08:24,3,13991889,2019-06-24 04:08:24,,The 100,6
7171864,64821732,2019-10-30 19:40:31,1,13991889,2019-10-30 19:40:31,,The Rook,1
7172420,496889,2019-06-24 04:08:02,4,13991889,2019-06-24 04:08:02,,The 100,6
7178663,63692189,2019-06-10 05:55:58,2,13991889,2019-06-10 05:56:03,,The Rain,2
7179417,64066765,2019-06-24 04:09:51,5,13991889,2019-06-24 04:09:51,,The 100,6
7187608,63393738,2019-10-16 02:29:20,4,13991889,2019-10-16 02:29:20,,iZombie,5
7187610,63393732,2019-10-16 03:26:38,5,13991889,2019-10-16 03:26:42,,iZombie,5
7187966,63735599,2019-09-23 14:40:21,19,13991889,2019-09-23 14:40:21,,Disenchantment,1
7201770,64821744,2019-10-30 19:40:40,2,13991889,2019-10-30 19:40:40,,The Rook,1
7201771,64821732,2019-10-30 19:40:52,3,13991889,2019-10-30 19:40:52,,The Rook,1
7201772,64821742,2019-10-30 19:40:56,4,13991889,2019-10-30 19:40:56,,The Rook,1
7209811,64066757,2019-06-24 20:18:44,6,13991889,2019-06-24 20:18:44,,The 100,6
7213811,63393738,2019-10-20 03:37:15,6,13991889,2019-10-20 03:37:15,,iZombie,5
7213812,63393735,2019-10-20 03:37:19,7,13991889,2019-10-20 03:37:19,,iZombie,5
7214387,64821732,2019-10-30 19:41:04,5,13991889,2019-10-30 19:41:04,,The Rook,1
7218172,64066577,2019-06-26 18:21:12,7,13991889,2019-06-26 18:21:12,,The 100,6
7225057,64821732,2019-10-31 05:03:48,6,13991889,2019-10-31 05:03:48,,The Rook,1
7233272,63393738,2019-10-20 03:37:24,8,13991889,2019-10-20 03:37:24,,iZombie,5
7240965,63531390,2019-12-12 05:47:48,1,13991889,2019-12-12 05:47:48,,Batwoman,1
7240976,63448434,2019-10-27 20:10:51,1,13991889,2019-10-27 20:10:51,,Black Lightning,3
7253908,63393744,2019-10-20 03:36:53,10,13991889,2019-10-20 03:36:53,,iZombie,5
7253909,63393738,2019-10-20 06:00:11,11,13991889,2019-10-20 06:00:11,,iZombie,5
7267919,64821732,2019-11-01 00:27:13,8,13991889,2019-11-01 00:27:13,,The Rook,1
7267920,64821732,2019-11-01 00:26:49,7,13991889,2019-11-01 00:26:49,,The Rook,1
7273123,63393738,2019-10-20 06:00:35,12,13991889,2019-10-20 06:00:35,,iZombie,5
7276490,63393738,2019-10-20 06:00:19,13,13991889,2019-10-20 06:00:19,,iZombie,5
7318462,65417180,2022-05-16 04:17:02,1,13991889,2022-05-16 04:17:02,,Halo,1
7325062,64531868,2019-11-01 20:29:44,1,13991889,2019-11-01 20:29:44,,Silicon Valley,6
7337251,65246904,2019-10-16 00:34:28,1,13991889,2019-10-16 00:34:28,,Mr. Robot,4
7337804,63531390,2019-12-12 05:48:02,2,13991889,2019-12-12 05:48:05,,Batwoman,1
7337807,63531398,2019-12-12 05:48:23,4,13991889,2019-12-12 05:48:23,,Batwoman,1
7337996,64831747,2019-10-16 20:14:38,2,13991889,2019-10-16 20:14:38,,The Flash (2014),6
7365509,63531390,2019-12-12 05:48:34,5,13991889,2019-12-12 05:48:34,,Batwoman,1
7365510,63531390,2019-12-12 05:48:53,6,13991889,2019-12-12 05:48:53,,Batwoman,1
7365511,63531390,2019-12-12 05:49:01,7,13991889,2019-12-12 05:49:01,,Batwoman,1
7365512,64831747,2019-11-07 00:20:13,3,13991889,2019-11-07 00:20:13,,The Flash (2014),6
7365513,64831747,2019-11-07 00:20:16,4,13991889,2019-11-07 00:20:16,,The Flash (2014),6
7365514,64831747,2019-11-07 00:20:54,5,13991889,2019-11-07 00:20:54,,The Flash (2014),6
7365515,498603,2020-02-14 04:37:08,6,13991889,2020-02-14 04:37:08,,The Flash (2014),6
7365516,498601,2020-02-14 04:37:13,7,13991889,2020-02-14 04:37:13,,The Flash (2014),6
7374309,65245641,2019-10-13 06:04:50,3,13991889,2019-10-13 06:04:50,,Young Sheldon,3
7382468,64667397,2019-11-02 07:04:16,1,13991889,2019-11-02 07:04:16,,Atypical,3
7388319,65246909,2019-10-24 21:14:38,2,13991889,2019-10-24 21:14:42,,Mr. Robot,4
7388320,65246904,2019-10-30 02:58:36,3,13991889,2019-10-30 02:58:39,,Mr. Robot,4
7389443,63448426,2019-10-22 00:14:08,2,13991889,2019-10-22 00:14:08,,Black Lightning,3
7389449,63448434,2019-10-27 20:10:37,3,13991889,2019-10-27 20:10:37,,Black Lightning,3
7394631,63531398,2019-12-12 05:48:17,3,13991889,2019-12-12 05:48:17,,Batwoman,1
7395719,64821436,2019-11-06 04:47:56,1,13991889,2019-11-06 04:47:56,,The End of the F***ing World,2
7395725,64821437,2019-11-06 04:48:13,2,13991889,2019-11-06 04:48:13,,The End of the F***ing World,2
